Направление расходов,Наименование вида расходов,Вид объекта,Дата проведения,Конечный остаток
"Верхнепортовая, 44 ",ХВС,Здание,08.11.2019,12.79
"Верхнепортовая, 44 ",ХВС,Здание,05.12.2019,1368.03
"Верхнепортовая, 44 ",ХВС,Здание,10.12.2019,12.79
"Верхнепортовая, 44 ",ХВС,Здание,27.12.2019,1420.65
"Верхнепортовая, 44 ",ЭЭ,Здание,14.01.2019,404.4
"Верхнепортовая, 44 ",ЭЭ,Здание,18.01.2019,1365.36
"Верхнепортовая, 44 ",ЭЭ,Здание,07.02.2019,411.28
"Верхнепортовая, 44 ",ЭЭ,Здание,19.02.2019,1141.18
"Верхнепортовая, 44 ",ЭЭ,Здание,12.03.2019,411.28
"Верхнепортовая, 44 ",ЭЭ,Здание,19.03.2019,1118.76
"Верхнепортовая, 44 ",ЭЭ,Здание,05.04.2019,411.28
"Верхнепортовая, 44 ",ЭЭ,Здание,22.04.2019,1345.5
"Верхнепортовая, 44 ",ЭЭ,Здание,08.05.2019,411.28
"Верхнепортовая, 44 ",ЭЭ,Здание,21.05.2019,1298.16
"Верхнепортовая, 44 ",ЭЭ,Здание,13.06.2019,411.28
"Верхнепортовая, 44 ",ЭЭ,Здание,18.06.2019,1597.16
"Верхнепортовая, 44 ",ЭЭ,Здание,15.07.2019,411.28
"Верхнепортовая, 44 ",ЭЭ,Здание,19.07.2019,3882.02
"Верхнепортовая, 44 ",ЭЭ,Здание,08.08.2019,418.15
"Верхнепортовая, 44 ",ЭЭ,Здание,20.08.2019,732.13
"Верхнепортовая, 44 ",ЭЭ,Здание,05.09.2019,418.15
"Верхнепортовая, 44 ",ЭЭ,Здание,18.09.2019,1086.8
"Верхнепортовая, 44 ",ЭЭ,Здание,17.10.2019,418.15
"Верхнепортовая, 44 ",ЭЭ,Здание,21.10.2019,1335.07
"Верхнепортовая, 44 ",ЭЭ,Здание,08.11.2019,418.15
"Верхнепортовая, 44 ",ЭЭ,Здание,21.11.2019,2249.6
"Верхнепортовая, 44 ",ЭЭ,Здание,10.12.2019,418.15
"Верхнепортовая, 44 ",ЭЭ,Здание,18.12.2019,1069.07
"Светланская, 71",ВО,буфет,10.01.2019,14.78
"Светланская, 71",ВО,буфет,08.02.2019,15.02
"Светланская, 71",ВО,буфет,07.03.2019,15.02
"Светланская, 71",ВО,буфет,08.04.2019,15.02
"Светланская, 71",ВО,буфет,15.05.2019,15.02
"Светланская, 71",ВО,буфет,07.06.2019,15.02
"Светланская, 71",ВО,буфет,09.07.2019,15.02
"Светланская, 71",ВО,буфет,08.08.2019,16.38
"Светланская, 71",ВО,буфет,02.09.2019,15.88
"Светланская, 71",ВО,буфет,02.10.2019,16.38
"Светланская, 71",ВО,буфет,06.11.2019,16.38
"Светланская, 71",ВО,буфет,05.12.2019,16.38
"Светланская, 71",ВО,буфет,27.12.2019,16.38
"Светланская, 73",ВО,столовая,10.01.2019,738.68
"Светланская, 73",ВО,столовая,08.02.2019,1081.73
"Светланская, 73",ВО,столовая,07.03.2019,931.49
"Светланская, 73",ВО,столовая,08.04.2019,646.04
"Светланская, 73",ВО,столовая,15.05.2019,856.37
"Светланская, 73",ВО,столовая,07.06.2019,826.32
"Светланская, 73",ВО,столовая,09.07.2019,1246.99
"Светланская, 73",ВО,столовая,08.08.2019,1359.54
"Светланская, 73",ВО,столовая,02.09.2019,842.08
"Светланская, 73",ВО,столовая,02.10.2019,819.0
"Светланская, 73",ВО,столовая,06.11.2019,819.0
"Светланская, 73",ВО,столовая,05.12.2019,950.04
"Светланская, 73",ВО,столовая,27.12.2019,1015.56
"Светланская, 71",ТЭ,буфет,14.01.2019,519.13
"Светланская, 71",ТЭ,буфет,08.02.2019,2241.52
"Светланская, 71",ТЭ,буфет,11.03.2019,2250.17
"Светланская, 71",ТЭ,буфет,08.04.2019,1791.48
"Светланская, 71",ТЭ,буфет,15.05.2019,1003.92
"Светланская, 71",ТЭ,буфет,10.06.2019,268.3
"Светланская, 71",ТЭ,буфет,09.07.2019,54.66
"Светланская, 71",ТЭ,буфет,08.08.2019,7.0
"Светланская, 71",ТЭ,буфет,11.09.2019,50.37
"Светланская, 71",ТЭ,буфет,09.10.2019,17.72
"Светланская, 71",ТЭ,буфет,11.11.2019,6.53
"Светланская, 71",ТЭ,буфет,10.12.2019,1417.96
"Светланская, 73",ТЭ,столовая,14.01.2019,4686.25
"Светланская, 73",ТЭ,столовая,08.02.2019,17001.68
"Светланская, 73",ТЭ,столовая,11.03.2019,14267.42
"Светланская, 73",ТЭ,столовая,08.04.2019,11888.12
"Светланская, 73",ТЭ,столовая,15.05.2019,8235.91
"Светланская, 73",ТЭ,столовая,10.06.2019,1461.02
"Светланская, 73",ТЭ,столовая,09.07.2019,1268.79
"Светланская, 73",ТЭ,столовая,08.08.2019,1443.61
"Светланская, 73",ТЭ,столовая,11.09.2019,1587.97
"Светланская, 73",ТЭ,столовая,09.10.2019,360.79
"Светланская, 73",ТЭ,столовая,11.11.2019,631.55
"Светланская, 73",ТЭ,столовая,10.12.2019,10792.79
"Светланская, 71",ХВС,буфет,10.01.2019,29.85
"Светланская, 71",ХВС,буфет,08.02.2019,30.36
"Светланская, 71",ХВС,буфет,07.03.2019,30.36
"Светланская, 71",ХВС,буфет,08.04.2019,30.36
"Светланская, 71",ХВС,буфет,15.05.2019,30.36
"Светланская, 71",ХВС,буфет,07.06.2019,30.36
"Светланская, 71",ХВС,буфет,09.07.2019,30.36
"Светланская, 71",ХВС,буфет,08.08.2019,31.57
"Светланская, 71",ХВС,буфет,02.09.2019,31.12
"Светланская, 71",ХВС,буфет,02.10.2019,31.57
"Светланская, 71",ХВС,буфет,06.11.2019,31.57
"Светланская, 71",ХВС,буфет,05.12.2019,31.57
"Светланская, 71",ХВС,буфет,27.12.2019,31.57
"Светланская, 73",ХВС,столовая,10.01.2019,1492.7
"Светланская, 73",ХВС,столовая,08.02.2019,2185.92
"Светланская, 73",ХВС,столовая,07.03.2019,1882.32
"Светланская, 73",ХВС,столовая,08.04.2019,1305.48
"Светланская, 73",ХВС,столовая,15.05.2019,1730.52
"Светланская, 73",ХВС,столовая,07.06.2019,1669.8
"Светланская, 73",ХВС,столовая,09.07.2019,2519.88
"Светланская, 73",ХВС,столовая,08.08.2019,2620.48
"Светланская, 73",ХВС,столовая,02.09.2019,1650.01
"Светланская, 73",ХВС,столовая,02.10.2019,1578.6
"Светланская, 73",ХВС,столовая,06.11.2019,1578.6
"Светланская, 73",ХВС,столовая,05.12.2019,1831.19
"Светланская, 73",ХВС,столовая,27.12.2019,1957.46
"Светланская, 71",ЭЭ,буфет,18.01.2019,4774.11
"Светланская, 71",ЭЭ,буфет,19.02.2019,2549.87
"Светланская, 71",ЭЭ,буфет,19.03.2019,5915.33
"Светланская, 71",ЭЭ,буфет,22.04.2019,1237.75
"Светланская, 71",ЭЭ,буфет,21.05.2019,6659.87
"Светланская, 71",ЭЭ,буфет,18.06.2019,4232.04
"Светланская, 71",ЭЭ,буфет,19.07.2019,7467.15
"Светланская, 71",ЭЭ,буфет,20.08.2019,4195.97
"Светланская, 71",ЭЭ,буфет,18.09.2019,6618.21
"Светланская, 71",ЭЭ,буфет,21.10.2019,1563.6
"Светланская, 71",ЭЭ,буфет,21.11.2019,7368.23
"Светланская, 71",ЭЭ,буфет,18.12.2019,2677.89
"Светланская, 73",ЭЭ,столовая,18.01.2019,27161.87
"Светланская, 73",ЭЭ,столовая,19.02.2019,20475.36
"Светланская, 73",ЭЭ,столовая,19.03.2019,33420.75
"Светланская, 73",ЭЭ,столовая,22.04.2019,23684.15
"Светланская, 73",ЭЭ,столовая,21.05.2019,30955.33
"Светланская, 73",ЭЭ,столовая,18.06.2019,20290.62
"Светланская, 73",ЭЭ,столовая,19.07.2019,30871.73
"Светланская, 73",ЭЭ,столовая,20.08.2019,22894.21
"Светланская, 73",ЭЭ,столовая,18.09.2019,39483.88
"Светланская, 73",ЭЭ,столовая,21.10.2019,29161.21
"Светланская, 73",ЭЭ,столовая,21.11.2019,38982.88
"Светланская, 73",ЭЭ,столовая,18.12.2019,20189.54
"Находка, Находкинский пр-т, 13 ",ВО,Здание,10.01.2019,2217.45
"Находка, Находкинский пр-т, 13 ",ВО,Здание,07.02.2019,2088.0
"Находка, Находкинский пр-т, 13 ",ВО,Здание,06.03.2019,1169.28
"Находка, Находкинский пр-т, 13 ",ВО,Здание,06.03.2019,584.64
"Находка, Находкинский пр-т, 13 ",ВО,Здание,05.04.2019,3090.24
"Находка, Находкинский пр-т, 13 ",ВО,Здание,08.05.2019,835.2
"Находка, Находкинский пр-т, 13 ",ВО,Здание,08.05.2019,417.6
"Находка, Находкинский пр-т, 13 ",ВО,Здание,10.06.2019,2505.6
"Находка, Находкинский пр-т, 13 ",ВО,Здание,08.07.2019,612.48
"Находка, Находкинский пр-т, 13 ",ВО,Здание,08.07.2019,1224.96
"Находка, Находкинский пр-т, 13 ",ВО,Здание,06.08.2019,1983.06
"Находка, Находкинский пр-т, 13 ",ВО,Здание,05.09.2019,2299.2
"Находка, Находкинский пр-т, 13 ",ВО,Здание,05.09.2019,1149.6
"Находка, Находкинский пр-т, 13 ",ВО,Здание,07.10.2019,948.42
"Находка, Находкинский пр-т, 13 ",ВО,Здание,08.11.2019,2672.82
"Находка, Находкинский пр-т, 13 ",ВО,Здание,06.12.2019,632.28
"Находка, Находкинский пр-т, 13 ",ВО,Здание,06.12.2019,1264.56
"Некрасова, 102 ",ВО,Здание,17.01.2019,1045.13
"Некрасова, 102 ",ВО,Здание,21.02.2019,1094.1
"Некрасова, 102 ",ВО,Здание,14.03.2019,1344.18
"Некрасова, 102 ",ВО,Здание,09.04.2019,1187.88
"Некрасова, 102 ",ВО,Здание,14.05.2019,1531.74
"Некрасова, 102 ",ВО,Здание,13.06.2019,1406.7
"Некрасова, 102 ",ВО,Здание,08.07.2019,1219.14
"Некрасова, 102 ",ВО,Здание,16.08.2019,2431.8
"Некрасова, 102 ",ВО,Здание,11.09.2019,1264.54
"Некрасова, 102 ",ВО,Здание,15.10.2019,1750.9
"Некрасова, 102 ",ВО,Здание,15.11.2019,1426.66
"Некрасова, 102 ",ВО,Здание,10.12.2019,1167.26
"Некрасова, 102",ВО,большой гараж,17.01.2019,61.48
"Некрасова, 102",ВО,большой гараж,21.02.2019,62.52
"Некрасова, 102",ВО,большой гараж,14.03.2019,62.52
"Некрасова, 102",ВО,большой гараж,09.04.2019,93.78
"Некрасова, 102",ВО,большой гараж,14.05.2019,93.78
"Некрасова, 102",ВО,большой гараж,13.06.2019,31.26
"Некрасова, 102",ВО,большой гараж,08.07.2019,93.78
"Некрасова, 102",ВО,большой гараж,16.08.2019,680.9
"Некрасова, 102",ВО,большой гараж,11.09.2019,64.85
"Некрасова, 102",ВО,большой гараж,15.10.2019,97.27
"Некрасова, 102",ВО,большой гараж,15.11.2019,129.7
"Некрасова, 102",ВО,большой гараж,10.12.2019,64.85
"Океанский пр-т, 34 ",ВО,Здание,10.01.2019,7564.08
"Океанский пр-т, 34 ",ВО,Здание,10.01.2019,1891.01
"Океанский пр-т, 34 ",ВО,Здание,08.02.2019,2178.48
"Океанский пр-т, 34 ",ВО,Здание,11.02.2019,8713.92
"Океанский пр-т, 34 ",ВО,Здание,07.03.2019,9014.4
"Океанский пр-т, 34 ",ВО,Здание,07.03.2019,2253.6
"Океанский пр-т, 34 ",ВО,Здание,08.04.2019,8946.55
"Океанский пр-т, 34 ",ВО,Здание,08.04.2019,2133.41
"Океанский пр-т, 34 ",ВО,Здание,12.04.2019,2389.01
"Океанский пр-т, 34 ",ВО,Здание,15.05.2019,2103.36
"Океанский пр-т, 34 ",ВО,Здание,15.05.2019,10516.8
"Океанский пр-т, 34 ",ВО,Здание,15.05.2019,2355.36
"Океанский пр-т, 34 ",ВО,Здание,07.06.2019,10216.32
"Океанский пр-т, 34 ",ВО,Здание,07.06.2019,2288.06
"Океанский пр-т, 34 ",ВО,Здание,07.06.2019,2043.27
"Океанский пр-т, 34 ",ВО,Здание,09.07.2019,12770.4
"Океанский пр-т, 34 ",ВО,Здание,09.07.2019,2554.08
"Океанский пр-т, 34 ",ВО,Здание,08.08.2019,1965.6
"Океанский пр-т, 34 ",ВО,Здание,12.08.2019,9828.0
"Океанский пр-т, 34 ",ВО,Здание,02.09.2019,10155.6
"Океанский пр-т, 34 ",ВО,Здание,02.09.2019,2031.12
"Океанский пр-т, 34 ",ВО,Здание,02.10.2019,11384.1
"Океанский пр-т, 34 ",ВО,Здание,02.10.2019,2276.82
"Океанский пр-т, 34 ",ВО,Здание,06.11.2019,11957.4
"Океанский пр-т, 34 ",ВО,Здание,06.11.2019,2391.48
"Океанский пр-т, 34 ",ВО,Здание,05.12.2019,2309.58
"Океанский пр-т, 34 ",ВО,Здание,05.12.2019,11547.9
"Океанский пр-т, 34 ",ВО,Здание,27.12.2019,13431.6
"Океанский пр-т, 34 ",ВО,Здание,27.12.2019,2686.32
"Пушкина, 59 ",ВО,Здание,10.01.2019,15.65
"Пушкина, 59 ",ВО,Здание,06.02.2019,31.82
"Пушкина, 59 ",ВО,Здание,07.03.2019,15.91
"Пушкина, 59 ",ВО,Здание,08.04.2019,31.82
"Пушкина, 59 ",ВО,Здание,07.06.2019,63.65
"Пушкина, 59 ",ВО,Здание,09.07.2019,143.21
"Пушкина, 59 ",ВО,Здание,08.08.2019,16.3
"Пушкина, 59 ",ВО,Здание,02.09.2019,16.39
"Пушкина, 59 ",ВО,Здание,02.10.2019,16.39
"Пушкина, 59 ",ВО,Здание,06.11.2019,32.78
"Пушкина, 59 ",ВО,Здание,05.12.2019,32.78
"Пушкина, 59 ",ВО,Здание,26.12.2019,32.78
"Калинина, 261 ",ВО,Здание,10.01.2019,1181.89
"Калинина, 261 ",ВО,Здание,10.01.2019,236.38
"Калинина, 261 ",ВО,Здание,08.02.2019,255.41
"Калинина, 261 ",ВО,Здание,11.02.2019,453.12
"Калинина, 261 ",ВО,Здание,07.03.2019,270.43
"Калинина, 261 ",ВО,Здание,08.04.2019,225.36
"Калинина, 261 ",ВО,Здание,15.05.2019,450.72
"Калинина, 261 ",ВО,Здание,07.06.2019,375.6
"Калинина, 261 ",ВО,Здание,09.07.2019,360.58
"Калинина, 261 ",ВО,Здание,08.08.2019,425.88
"Калинина, 261 ",ВО,Здание,02.09.2019,376.74
"Калинина, 261 ",ВО,Здание,02.10.2019,360.36
"Калинина, 261 ",ВО,Здание,06.11.2019,409.5
"Калинина, 261 ",ВО,Здание,03.12.2019,-32.82
"Калинина, 261 ",ВО,Здание,05.12.2019,671.58
"Калинина, 261 ",ВО,Здание,12.12.2019,-407.26
"Калинина, 261 ",ВО,Здание,27.12.2019,638.82
"Калинина, 261 ",ВО,Здание,27.12.2019,-59.62
"Мордовцева, 6 ",ВО,Здание,21.01.2019,192.06
"Мордовцева, 6 ",ВО,Здание,14.03.2019,150.24
"Мордовцева, 6 ",ВО,Здание,14.03.2019,225.36
"Мордовцева, 6 ",ВО,Здание,02.04.2019,195.31
"Мордовцева, 6 ",ВО,Здание,15.05.2019,180.29
"Мордовцева, 6 ",ВО,Здание,20.06.2019,210.34
"Мордовцева, 6 ",ВО,Здание,12.07.2019,45.07
"Мордовцева, 6 ",ВО,Здание,08.08.2019,315.5
"Мордовцева, 6 ",ВО,Здание,11.09.2019,212.94
"Мордовцева, 6 ",ВО,Здание,07.10.2019,262.08
"Мордовцева, 6 ",ВО,Здание,06.11.2019,147.42
"Мордовцева, 6 ",ВО,Здание,05.12.2019,393.12
"Мордовцева, 6 ",ВО,Здание,24.12.2019,196.56
"Пушкинская, 8Б ",ВО,Здание,08.02.2019,15.02
"Пушкинская, 8Б ",ВО,Здание,15.05.2019,15.02
"Светланская, 69 ",ВО,Здание,11.02.2019,1048.93
"Светланская, 69 ",ВО,Здание,28.02.2019,856.37
"Светланская, 69 ",ВО,Здание,01.04.2019,961.54
"Светланская, 69 ",ВО,Здание,29.04.2019,871.39
"Светланская, 69 ",ВО,Здание,27.05.2019,871.39
"Светланская, 69 ",ВО,Здание,24.06.2019,736.18
"Светланская, 69 ",ВО,Здание,30.07.2019,931.49
"Светланская, 69 ",ВО,Здание,27.08.2019,1149.12
"Светланская, 69 ",ВО,Здание,27.09.2019,819.0
"Светланская, 69 ",ВО,Здание,31.10.2019,1130.22
"Светланская, 69 ",ВО,Здание,29.11.2019,999.18
"Светланская, 69 ",ВО,Здание,23.12.2019,1294.02
"Светланская, 71 ",ВО,Здание,10.01.2019,1949.38
"Светланская, 71 ",ВО,Здание,08.02.2019,1601.56
"Светланская, 71 ",ВО,Здание,26.02.2019,-28.35
"Светланская, 71 ",ВО,Здание,07.03.2019,1904.3
"Светланская, 71 ",ВО,Здание,18.03.2019,-4.14
"Светланская, 71 ",ВО,Здание,08.04.2019,1308.59
"Светланская, 71 ",ВО,Здание,15.05.2019,1591.8
"Светланская, 71 ",ВО,Здание,07.06.2019,966.8
"Светланская, 71 ",ВО,Здание,09.07.2019,1247.56
"Светланская, 71 ",ВО,Здание,08.08.2019,1360.16
"Светланская, 71 ",ВО,Здание,02.09.2019,2024.16
"Светланская, 71 ",ВО,Здание,02.10.2019,1852.58
"Светланская, 71 ",ВО,Здание,06.11.2019,1895.17
"Светланская, 71 ",ВО,Здание,05.12.2019,1139.23
"Светланская, 71 ",ВО,Здание,27.12.2019,1373.46
"Светланская, 71",ВО,пристройка,10.01.2019,1049.67
"Светланская, 71",ВО,пристройка,08.02.2019,862.38
"Светланская, 71",ВО,пристройка,07.03.2019,1025.39
"Светланская, 71",ВО,пристройка,08.04.2019,704.63
"Светланская, 71",ВО,пристройка,15.05.2019,857.12
"Светланская, 71",ВО,пристройка,07.06.2019,520.58
"Светланская, 71",ВО,пристройка,09.07.2019,671.76
"Светланская, 71",ВО,пристройка,08.08.2019,732.39
"Светланская, 71",ВО,пристройка,02.09.2019,1089.94
"Светланская, 71",ВО,пристройка,02.10.2019,997.54
"Светланская, 71",ВО,пристройка,06.11.2019,1020.47
"Светланская, 71",ВО,пристройка,05.12.2019,613.43
"Светланская, 71",ВО,пристройка,27.12.2019,739.56
"Фонтанная, 19 ",ВО,Здание,10.01.2019,29.54
"Фонтанная, 19 ",ВО,Здание,08.02.2019,45.07
"Фонтанная, 19 ",ВО,Здание,07.03.2019,30.04
"Фонтанная, 19 ",ВО,Здание,08.04.2019,30.04
"Фонтанная, 19 ",ВО,Здание,15.05.2019,15.02
"Фонтанная, 19 ",ВО,Здание,07.06.2019,30.04
"Фонтанная, 19 ",ВО,Здание,09.07.2019,15.02
"Фонтанная, 19 ",ВО,Здание,08.08.2019,32.76
"Фонтанная, 19 ",ВО,Здание,02.09.2019,16.38
"Фонтанная, 19 ",ВО,Здание,02.10.2019,32.76
"Фонтанная, 19 ",ВО,Здание,06.11.2019,16.38
"Фонтанная, 19 ",ВО,Здание,05.12.2019,32.76
"Фонтанная, 19 ",ВО,Здание,27.12.2019,16.38
"Светланская, 73 А ",ВО,Здание,02.09.2019,311.22
"Светланская, 73 А ",ВО,Здание,02.10.2019,245.7
"Светланская, 73 А ",ВО,Здание,06.11.2019,245.7
"Светланская, 73 А ",ВО,Здание,05.12.2019,196.56
"Светланская, 73 А ",ВО,Здание,24.12.2019,-13.12
"Светланская, 73 А ",ВО,Здание,27.12.2019,245.7
"Находка, Находкинский пр-т,13   ",ТЭ,Здание,14.01.2019,144214.21
"Находка, Находкинский пр-т,13   ",ТЭ,Здание,07.02.2019,139042.48
"Находка, Находкинский пр-т,13   ",ТЭ,Здание,14.03.2019,110482.42
"Находка, Находкинский пр-т,13   ",ТЭ,Здание,08.04.2019,68393.88
"Находка, Находкинский пр-т,13   ",ТЭ,Здание,15.05.2019,48502.03
"Находка, Находкинский пр-т,13   ",ТЭ,Здание,05.06.2019,2705.69
"Находка, Находкинский пр-т,13   ",ТЭ,Здание,11.12.2019,4687.86
"Находка, Находкинский пр-т,13   ",ТЭ,Здание,11.12.2019,59617.36
"Некрасова, 102",ТЭ,большой гараж,12.02.2019,173348.0
"Некрасова, 102",ТЭ,большой гараж,14.03.2019,125193.8
"Некрасова, 102",ТЭ,большой гараж,11.04.2019,102606.84
"Некрасова, 102",ТЭ,большой гараж,21.05.2019,80620.94
"Некрасова, 102",ТЭ,большой гараж,21.11.2019,48068.84
"Некрасова, 102",ТЭ,большой гараж,12.12.2019,110670.29
"Пушкина,59  ",ТЭ,Здание,14.01.2019,67756.53
"Пушкина,59  ",ТЭ,Здание,07.02.2019,79522.28
"Пушкина,59  ",ТЭ,Здание,11.03.2019,67271.51
"Пушкина,59  ",ТЭ,Здание,05.04.2019,38400.78
"Пушкина,59  ",ТЭ,Здание,15.05.2019,33705.9
"Пушкина,59  ",ТЭ,Здание,04.06.2019,4112.82
"Пушкина,59  ",ТЭ,Здание,11.11.2019,417.83
"Пушкина,59  ",ТЭ,Здание,03.12.2019,55148.61
"Калинина, 261 ",ТЭ,Здание,14.01.2019,6815.03
"Калинина, 261 ",ТЭ,Здание,08.02.2019,62588.91
"Калинина, 261 ",ТЭ,Здание,11.03.2019,50895.92
"Калинина, 261 ",ТЭ,Здание,08.04.2019,44389.38
"Калинина, 261 ",ТЭ,Здание,15.05.2019,26246.68
"Калинина, 261 ",ТЭ,Здание,10.12.2019,36466.5
"Калинина, 261 ",ТЭ,Здание,12.12.2019,-3250.94
"Калинина, 261 ",ТЭ,Здание,27.12.2019,-3848.29
"Мордовцева,6 ",ТЭ,Здание,21.01.2019,4002.58
"Мордовцева,6 ",ТЭ,Здание,14.03.2019,13514.67
"Мордовцева,6 ",ТЭ,Здание,14.03.2019,8758.12
"Мордовцева,6 ",ТЭ,Здание,02.04.2019,8517.28
"Мордовцева,6 ",ТЭ,Здание,15.05.2019,6226.06
"Мордовцева,6 ",ТЭ,Здание,20.06.2019,4407.42
"Мордовцева,6 ",ТЭ,Здание,12.07.2019,1548.2
"Мордовцева,6 ",ТЭ,Здание,08.08.2019,113.88
"Мордовцева,6 ",ТЭ,Здание,11.09.2019,233.22
"Мордовцева,6 ",ТЭ,Здание,07.10.2019,233.22
"Мордовцева,6 ",ТЭ,Здание,06.11.2019,233.22
"Мордовцева,6 ",ТЭ,Здание,05.12.2019,349.82
"Мордовцева,6 ",ТЭ,Здание,24.12.2019,3546.83
"Пушкинская,8б ",ТЭ,Здание,14.01.2019,4958.35
"Пушкинская,8б ",ТЭ,Здание,08.02.2019,24458.12
"Пушкинская,8б ",ТЭ,Здание,11.03.2019,26428.16
"Пушкинская,8б ",ТЭ,Здание,08.04.2019,20975.81
"Пушкинская,8б ",ТЭ,Здание,15.05.2019,24316.91
"Пушкинская,8б ",ТЭ,Здание,10.06.2019,9806.93
"Пушкинская,8б ",ТЭ,Здание,09.07.2019,8265.06
