Направление расходов,Наименование вида расходов,Вид объекта,Дата проведения,Конечный остаток
"Фонтанная,19",ЭЭ,Здание,18.03.2020,1821.17
"Фонтанная,19",ЭЭ,Здание,22.04.2020,1451.45
"Фонтанная,19",ЭЭ,Здание,20.05.2020,923.12
"Фонтанная,19",ЭЭ,Здание,17.06.2020,818.05
"Фонтанная,19",ЭЭ,Здание,21.07.2020,2335.88
"Фонтанная,19",ЭЭ,Здание,18.08.2020,2645.53
"Фонтанная,19",ЭЭ,Здание,18.09.2020,1776.85
"Фонтанная,19",ЭЭ,Здание,21.10.2020,2180.72
"Фонтанная,19",ЭЭ,Здание,19.11.2020,1481.71
"Фонтанная,19",ЭЭ,Здание,07.12.2020,-750.38
"Фонтанная,19",ЭЭ,Здание,21.12.2020,3803.77
"Семеновская,29а",ЭЭ,Здание,21.01.2020,283.46
"Семеновская,29а",ЭЭ,Здание,19.02.2020,272.48
"Семеновская,29а",ЭЭ,Здание,18.03.2020,1058.88
"Семеновская,29а",ЭЭ,Здание,22.04.2020,329.17
"Семеновская,29а",ЭЭ,Здание,20.05.2020,289.52
"Семеновская,29а",ЭЭ,Здание,17.06.2020,264.31
"Семеновская,29а",ЭЭ,Здание,21.07.2020,306.1
"Семеновская,29а",ЭЭ,Здание,18.08.2020,324.11
"Семеновская,29а",ЭЭ,Здание,18.09.2020,354.27
"Семеновская,29а",ЭЭ,Здание,21.10.2020,318.43
"Семеновская,29а",ЭЭ,Здание,19.11.2020,336.63
"Семеновская,29а",ЭЭ,Здание,21.12.2020,259.94
"Калинина,261",ЭЭ,Здание,21.01.2020,5904.26
"Калинина,261",ЭЭ,Здание,19.02.2020,37255.74
"Калинина,261",ЭЭ,Здание,03.03.2020,-176.54
"Калинина,261",ЭЭ,Здание,18.03.2020,21767.99
"Калинина,261",ЭЭ,Здание,22.04.2020,25069.75
"Калинина,261",ЭЭ,Здание,20.05.2020,20635.61
"Калинина,261",ЭЭ,Здание,17.06.2020,26937.72
"Калинина,261",ЭЭ,Здание,21.07.2020,26411.37
"Калинина,261",ЭЭ,Здание,18.08.2020,24757.22
"Калинина,261",ЭЭ,Здание,18.09.2020,32021.12
"Калинина,261",ЭЭ,Здание,21.10.2020,32535.13
"Калинина,261",ЭЭ,Здание,19.11.2020,36002.28
"Калинина,261",ЭЭ,Здание,21.12.2020,18094.34
"Мордовцева,6",ЭЭ,Здание,10.02.2020,16606.07
"Мордовцева,6",ЭЭ,Здание,06.03.2020,16803.06
"Мордовцева,6",ЭЭ,Здание,09.04.2020,16141.8
"Мордовцева,6",ЭЭ,Здание,14.05.2020,15957.47
"Мордовцева,6",ЭЭ,Здание,08.06.2020,12240.29
"Мордовцева,6",ЭЭ,Здание,10.07.2020,14191.72
"Мордовцева,6",ЭЭ,Здание,10.08.2020,10526.29
"Мордовцева,6",ЭЭ,Здание,09.09.2020,12744.1
"Мордовцева,6",ЭЭ,Здание,05.10.2020,12781.64
"Мордовцева,6",ЭЭ,Здание,09.11.2020,12450.06
"Мордовцева,6",ЭЭ,Здание,11.12.2020,16909.76
"Светланская,69",ЭЭ,Здание,27.01.2020,42173.33
"Светланская,69",ЭЭ,Здание,27.02.2020,31780.64
"Светланская,69",ЭЭ,Здание,10.04.2020,42004.23
"Светланская,69",ЭЭ,Здание,22.04.2020,26656.68
"Светланская,69",ЭЭ,Здание,27.05.2020,24111.4
"Светланская,69",ЭЭ,Здание,29.06.2020,20816.83
"Светланская,69",ЭЭ,Здание,30.07.2020,25249.57
"Светланская,69",ЭЭ,Здание,20.08.2020,31277.49
"Светланская,69",ЭЭ,Здание,30.09.2020,37093.41
"Светланская,69",ЭЭ,Здание,27.10.2020,35214.4
"Светланская,69",ЭЭ,Здание,04.12.2020,15008.04
"Светланская,69",ЭЭ,Здание,30.12.2020,35751.37
"Светланская,71",ЭЭ,Здание,21.01.2020,178505.53
"Светланская,71",ЭЭ,Здание,19.02.2020,172654.2
"Светланская,71",ЭЭ,Здание,18.03.2020,178215.49
"Светланская,71",ЭЭ,Здание,22.04.2020,144389.25
"Светланская,71",ЭЭ,Здание,20.05.2020,135026.93
"Светланская,71",ЭЭ,Здание,17.06.2020,122398.34
"Светланская,71",ЭЭ,Здание,21.07.2020,143966.0
"Светланская,71",ЭЭ,Здание,18.08.2020,182687.23
"Светланская,71",ЭЭ,Здание,18.09.2020,165941.76
"Светланская,71",ЭЭ,Здание,21.10.2020,150213.98
"Светланская,71",ЭЭ,Здание,19.11.2020,196970.63
"Светланская,71",ЭЭ,Здание,21.12.2020,10099.61
"Светланская,71",ЭЭ,пристройка,21.01.2020,81364.64
"Светланская,71",ЭЭ,пристройка,30.01.2020,-299.5
"Светланская,71",ЭЭ,пристройка,19.02.2020,51286.06
"Светланская,71",ЭЭ,пристройка,18.03.2020,50368.8
"Светланская,71",ЭЭ,пристройка,22.04.2020,31763.09
"Светланская,71",ЭЭ,пристройка,20.05.2020,17462.68
"Светланская,71",ЭЭ,пристройка,17.06.2020,6649.26
"Светланская,71",ЭЭ,пристройка,21.07.2020,35888.98
"Светланская,71",ЭЭ,пристройка,18.08.2020,61562.67
"Светланская,71",ЭЭ,пристройка,18.09.2020,105100.4
"Светланская,71",ЭЭ,пристройка,21.10.2020,65664.25
"Светланская,71",ЭЭ,пристройка,19.11.2020,12700.57
"Светланская,71",ЭЭ,пристройка,21.12.2020,11050.61
"Светланская,73",ЭЭ,Здание,21.01.2020,28391.04
"Светланская,73",ЭЭ,Здание,19.02.2020,6313.65
"Светланская,73",ЭЭ,Здание,18.03.2020,20340.58
"Светланская,73",ЭЭ,Здание,22.04.2020,11446.26
"Светланская,73",ЭЭ,Здание,20.05.2020,9773.53
"Светланская,73",ЭЭ,Здание,17.06.2020,9263.14
"Светланская,73",ЭЭ,Здание,21.07.2020,10823.31
"Светланская,73",ЭЭ,Здание,18.08.2020,10240.71
"Светланская,73",ЭЭ,Здание,18.09.2020,31990.04
"Светланская,73",ЭЭ,Здание,21.10.2020,16405.34
"Светланская,73",ЭЭ,Здание,19.11.2020,18392.87
"Светланская,73",ЭЭ,Здание,21.12.2020,17777.34
"Светланская,73А",ЭЭ,Здание,21.01.2020,6883.6
"Светланская,73А",ЭЭ,Здание,19.02.2020,7536.95
"Светланская,73А",ЭЭ,Здание,18.03.2020,29343.78
"Светланская,73А",ЭЭ,Здание,22.04.2020,22973.37
"Светланская,73А",ЭЭ,Здание,20.05.2020,19871.33
"Светланская,73А",ЭЭ,Здание,17.06.2020,11888.77
"Светланская,73А",ЭЭ,Здание,21.07.2020,30101.93
"Светланская,73А",ЭЭ,Здание,18.08.2020,9087.62
"Светланская,73А",ЭЭ,Здание,18.09.2020,27005.4
"Светланская,73А",ЭЭ,Здание,21.10.2020,8407.82
"Светланская,73А",ЭЭ,Здание,19.11.2020,11782.45
"Светланская,73А",ЭЭ,Здание,21.12.2020,11767.03
"Океанский пр-т, 34",ЭЭ,Здание,21.01.2020,352857.47
"Океанский пр-т, 34",ЭЭ,Здание,19.02.2020,329098.15
"Океанский пр-т, 34",ЭЭ,Здание,18.03.2020,348439.84
"Океанский пр-т, 34",ЭЭ,Здание,22.04.2020,334632.85
"Океанский пр-т, 34",ЭЭ,Здание,20.05.2020,289494.81
"Океанский пр-т, 34",ЭЭ,Здание,17.06.2020,293577.73
"Океанский пр-т, 34",ЭЭ,Здание,21.07.2020,240249.43
"Океанский пр-т, 34",ЭЭ,Здание,18.08.2020,391970.38
"Океанский пр-т, 34",ЭЭ,Здание,18.09.2020,445679.09
"Океанский пр-т, 34",ЭЭ,Здание,05.10.2020,-134.26
"Океанский пр-т, 34",ЭЭ,Здание,21.10.2020,330807.54
"Океанский пр-т, 34",ЭЭ,Здание,19.11.2020,328231.66
"Океанский пр-т, 34",ЭЭ,Здание,21.12.2020,348604.69
"Пушкинская, 8Б",ЭЭ,Здание,21.01.2020,163.46
"Пушкинская, 8Б",ЭЭ,Здание,19.02.2020,140.78
"Пушкинская, 8Б",ЭЭ,Здание,18.03.2020,141.98
"Пушкинская, 8Б",ЭЭ,Здание,22.04.2020,140.27
"Пушкинская, 8Б",ЭЭ,Здание,20.05.2020,134.5
"Пушкинская, 8Б",ЭЭ,Здание,17.06.2020,136.34
"Пушкинская, 8Б",ЭЭ,Здание,21.07.2020,121.98
"Пушкинская, 8Б",ЭЭ,Здание,18.08.2020,147.35
"Пушкинская, 8Б",ЭЭ,Здание,18.09.2020,133.6
"Пушкинская, 8Б",ЭЭ,Здание,21.10.2020,13.18
"Пушкинская, 8Б",ЭЭ,Здание,19.11.2020,13.18
"Пушкинская, 8Б",ЭЭ,Здание,21.12.2020,278.99
"Некрасова, 102",ЭЭ,Здание,23.01.2020,196939.62
"Некрасова, 102",ЭЭ,Здание,26.02.2020,178245.85
"Некрасова, 102",ЭЭ,Здание,19.03.2020,155077.32
"Некрасова, 102",ЭЭ,Здание,20.04.2020,141485.94
"Некрасова, 102",ЭЭ,Здание,22.05.2020,145988.86
"Некрасова, 102",ЭЭ,Здание,25.06.2020,117749.23
"Некрасова, 102",ЭЭ,Здание,21.07.2020,137347.86
"Некрасова, 102",ЭЭ,Здание,27.08.2020,144934.68
"Некрасова, 102",ЭЭ,Здание,17.09.2020,144018.3
"Некрасова, 102",ЭЭ,Здание,20.10.2020,127812.79
"Некрасова, 102",ЭЭ,Здание,19.11.2020,134868.17
"Некрасова, 102",ЭЭ,Здание,18.12.2020,158683.27
"Пушкина,59",ЭЭ,Здание,21.01.2020,14947.02
"Пушкина,59",ЭЭ,Здание,20.02.2020,14127.46
"Пушкина,59",ЭЭ,Здание,17.03.2020,13606.31
"Пушкина,59",ЭЭ,Здание,20.04.2020,15313.4
"Пушкина,59",ЭЭ,Здание,22.05.2020,10869.68
"Пушкина,59",ЭЭ,Здание,23.06.2020,14978.94
"Пушкина,59",ЭЭ,Здание,20.07.2020,18205.31
"Пушкина,59",ЭЭ,Здание,25.08.2020,14225.57
"Пушкина,59",ЭЭ,Здание,18.09.2020,17461.21
"Пушкина,59",ЭЭ,Здание,20.10.2020,13697.05
"Пушкина,59",ЭЭ,Здание,19.11.2020,12762.43
"Пушкина,59",ЭЭ,Здание,21.12.2020,5736.28
"Ленина, 64",ЭЭ,Здание,28.10.2020,124.31
"Ленина, 64",ЭЭ,Здание,24.11.2020,1065.01
"Ленина, 64",ЭЭ,Здание,15.12.2020,642.98
"Ленина, 64",ЭЭ,Здание,23.12.2020,1033.42
"Находка, Находкинский пр-т,13",ТЭ,Здание,16.01.2020,113833.48
"Находка, Находкинский пр-т,13",ТЭ,Здание,11.02.2020,110623.31
"Находка, Находкинский пр-т,13",ТЭ,Здание,13.03.2020,124228.3
"Находка, Находкинский пр-т,13",ТЭ,Здание,14.04.2020,77859.26
"Находка, Находкинский пр-т,13",ТЭ,Здание,20.05.2020,57191.91
"Находка, Находкинский пр-т,13",ТЭ,Здание,08.06.2020,17171.83
"Находка, Находкинский пр-т,13",ТЭ,Здание,16.12.2020,107934.84
"Некрасова, 102",ТЭ,большой гараж,28.01.2020,149425.17
"Некрасова, 102",ТЭ,большой гараж,14.02.2020,152924.86
"Некрасова, 102",ТЭ,большой гараж,17.03.2020,128370.48
"Некрасова, 102",ТЭ,большой гараж,16.04.2020,103364.6
"Некрасова, 102",ТЭ,большой гараж,20.05.2020,103574.1
"Некрасова, 102",ТЭ,большой гараж,12.11.2020,31157.34
"Некрасова, 102",ТЭ,большой гараж,15.12.2020,114066.07
"Пушкина,59",ТЭ,Здание,13.01.2020,75831.24
"Пушкина,59",ТЭ,Здание,05.02.2020,75163.72
"Пушкина,59",ТЭ,Здание,11.03.2020,76157.34
"Пушкина,59",ТЭ,Здание,07.04.2020,43535.97
"Пушкина,59",ТЭ,Здание,14.05.2020,32799.73
"Пушкина,59",ТЭ,Здание,02.06.2020,7607.58
"Пушкина,59",ТЭ,Здание,11.11.2020,3826.04
"Пушкина,59",ТЭ,Здание,11.12.2020,39919.14
"Калинина, 261",ТЭ,Здание,11.02.2020,48421.28
"Калинина, 261",ТЭ,Здание,12.02.2020,49148.91
"Калинина, 261",ТЭ,Здание,03.03.2020,-2458.86
"Калинина, 261",ТЭ,Здание,10.03.2020,47891.69
"Калинина, 261",ТЭ,Здание,09.04.2020,46326.99
"Калинина, 261",ТЭ,Здание,15.05.2020,38406.86
"Калинина, 261",ТЭ,Здание,11.06.2020,13183.72
"Калинина, 261",ТЭ,Здание,11.12.2020,36041.22
"Пушкинская,8б",ТЭ,Здание,11.02.2020,27685.12
"Пушкинская,8б",ТЭ,Здание,12.02.2020,28405.76
"Пушкинская,8б",ТЭ,Здание,10.03.2020,24865.53
"Пушкинская,8б",ТЭ,Здание,09.04.2020,23948.99
"Пушкинская,8б",ТЭ,Здание,15.05.2020,15856.38
"Пушкинская,8б",ТЭ,Здание,15.05.2020,-5072.46
"Пушкинская,8б",ТЭ,Здание,15.05.2020,-137.6
"Пушкинская,8б",ТЭ,Здание,15.05.2020,-1907.71
"Пушкинская,8б",ТЭ,Здание,11.06.2020,5401.29
"Пушкинская,8б",ТЭ,Здание,09.10.2020,6365.64
"Пушкинская,8б",ТЭ,Здание,12.11.2020,116.53
"Пушкинская,8б",ТЭ,Здание,11.12.2020,8130.63
"Мордовцева,6",ТЭ,Здание,10.02.2020,5704.65
"Мордовцева,6",ТЭ,Здание,06.03.2020,6780.79
"Мордовцева,6",ТЭ,Здание,09.04.2020,7279.18
"Мордовцева,6",ТЭ,Здание,14.05.2020,6090.54
"Мордовцева,6",ТЭ,Здание,08.06.2020,4376.54
"Мордовцева,6",ТЭ,Здание,10.07.2020,266.88
"Мордовцева,6",ТЭ,Здание,10.08.2020,116.6
"Мордовцева,6",ТЭ,Здание,09.09.2020,121.39
"Мордовцева,6",ТЭ,Здание,11.12.2020,266.13
"Светланская,69",ТЭ,Здание,27.01.2020,23827.72
"Светланская,69",ТЭ,Здание,27.02.2020,44073.24
"Светланская,69",ТЭ,Здание,10.04.2020,36836.53
"Светланская,69",ТЭ,Здание,22.04.2020,27920.67
"Светланская,69",ТЭ,Здание,27.05.2020,29854.03
"Светланская,69",ТЭ,Здание,29.06.2020,13911.36
"Светланская,69",ТЭ,Здание,30.12.2020,26586.62
"Светланская,71",ТЭ,Здание,11.02.2020,65062.71
"Светланская,71",ТЭ,Здание,12.02.2020,60351.27
"Светланская,71",ТЭ,Здание,10.03.2020,64165.29
"Светланская,71",ТЭ,Здание,09.04.2020,54069.36
"Светланская,71",ТЭ,Здание,15.05.2020,31230.24
"Светланская,71",ТЭ,Здание,11.06.2020,11230.54
"Светланская,71",ТЭ,Здание,13.07.2020,699.65
"Светланская,71",ТЭ,Здание,10.08.2020,665.7
"Светланская,71",ТЭ,Здание,08.09.2020,1331.39
"Светланская,71",ТЭ,Здание,09.10.2020,2078.67
"Светланская,71",ТЭ,Здание,12.11.2020,2195.44
"Светланская,71",ТЭ,Здание,11.12.2020,21510.37
"Светланская,71-",ТЭ,пристройка,11.02.2020,50428.38
"Светланская,71-",ТЭ,пристройка,12.02.2020,41485.77
"Светланская,71-",ТЭ,пристройка,10.03.2020,45649.78
"Светланская,71-",ТЭ,пристройка,09.04.2020,36645.29
"Светланская,71-",ТЭ,пристройка,15.05.2020,23249.34
"Светланская,71-",ТЭ,пристройка,11.06.2020,7159.74
"Светланская,71-",ТЭ,пристройка,13.07.2020,699.65
"Светланская,71-",ТЭ,пристройка,10.08.2020,691.92
"Светланская,71-",ТЭ,пристройка,08.09.2020,1383.83
"Светланская,71-",ТЭ,пристройка,11.12.2020,21505.28
"Светланская,73",ТЭ,Здание,11.02.2020,122989.23
"Светланская,73",ТЭ,Здание,12.02.2020,111995.88
"Светланская,73",ТЭ,Здание,10.03.2020,102573.7
"Светланская,73",ТЭ,Здание,09.04.2020,86643.62
"Светланская,73",ТЭ,Здание,15.05.2020,59579.33
"Светланская,73",ТЭ,Здание,11.06.2020,16306.03
"Светланская,73",ТЭ,Здание,13.07.2020,2549.75
"Светланская,73",ТЭ,Здание,10.08.2020,10087.18
"Светланская,73",ТЭ,Здание,08.09.2020,11148.37
"Светланская,73",ТЭ,Здание,09.10.2020,6903.39
"Светланская,73",ТЭ,Здание,12.11.2020,27241.39
"Светланская,73",ТЭ,Здание,11.12.2020,79371.9
"Светланская,73А ",ТЭ,Здание,11.02.2020,35986.46
"Светланская,73А ",ТЭ,Здание,12.02.2020,28402.26
"Светланская,73А ",ТЭ,Здание,10.03.2020,34621.89
"Светланская,73А ",ТЭ,Здание,09.04.2020,30776.41
"Светланская,73А ",ТЭ,Здание,15.05.2020,22688.36
"Светланская,73А ",ТЭ,Здание,11.06.2020,19859.33
"Светланская,73А ",ТЭ,Здание,13.07.2020,61.55
"Светланская,73А ",ТЭ,Здание,10.08.2020,209.53
"Светланская,73А ",ТЭ,Здание,08.09.2020,229.44
"Светланская,73А ",ТЭ,Здание,09.10.2020,140.49
"Светланская,73А ",ТЭ,Здание,12.11.2020,250.81
"Светланская,73А ",ТЭ,Здание,11.12.2020,18350.28
"Фонтанная, 19 ",ТЭ,Здание,11.02.2020,23200.37
"Фонтанная, 19 ",ТЭ,Здание,12.02.2020,22010.96
"Фонтанная, 19 ",ТЭ,Здание,10.03.2020,20065.94
"Фонтанная, 19 ",ТЭ,Здание,09.04.2020,17346.64
"Фонтанная, 19 ",ТЭ,Здание,15.05.2020,12540.05
"Фонтанная, 19 ",ТЭ,Здание,11.06.2020,4305.18
"Фонтанная, 19 ",ТЭ,Здание,13.07.2020,2507.08
"Фонтанная, 19 ",ТЭ,Здание,10.08.2020,3753.35
"Фонтанная, 19 ",ТЭ,Здание,08.09.2020,2284.54
"Фонтанная, 19 ",ТЭ,Здание,09.10.2020,3588.26
"Фонтанная, 19 ",ТЭ,Здание,12.11.2020,6807.5
"Фонтанная, 19 ",ТЭ,Здание,07.12.2020,-816.04
"Фонтанная, 19 ",ТЭ,Здание,11.12.2020,16020.92
"Океанский пр-т, 34",ТЭ,Здание,11.02.2020,183172.42
"Океанский пр-т, 34",ТЭ,Здание,12.02.2020,166103.32
"Океанский пр-т, 34",ТЭ,Здание,10.03.2020,169226.94
"Океанский пр-т, 34",ТЭ,Здание,09.04.2020,129691.24
"Океанский пр-т, 34",ТЭ,Здание,15.05.2020,90237.26
"Океанский пр-т, 34",ТЭ,Здание,11.06.2020,51211.59
"Океанский пр-т, 34",ТЭ,Здание,13.07.2020,12913.23
"Океанский пр-т, 34",ТЭ,Здание,10.08.2020,19868.09
"Океанский пр-т, 34",ТЭ,Здание,08.09.2020,18880.03
"Океанский пр-т, 34",ТЭ,Здание,09.10.2020,21978.69
"Океанский пр-т, 34",ТЭ,Здание,12.11.2020,25327.38
"Океанский пр-т, 34",ТЭ,Здание,11.12.2020,99427.26
"Светланская,111",ТЭ,Здание,18.02.2020,18.83
"Светланская,111",ТЭ,Здание,18.02.2020,74743.52
"Светланская,111",ТЭ,Здание,10.03.2020,44331.05
"Светланская,111",ТЭ,Здание,09.04.2020,50262.96
"Светланская,111",ТЭ,Здание,15.05.2020,51920.52
"Светланская,111",ТЭ,Здание,11.06.2020,26283.49
"Светланская,111",ТЭ,Здание,11.12.2020,30528.94
"пр-т 50 лет Октября,89",ТЭ,Здание,25.12.2020,52336.84
"Ленина,64",ТЭ,Здание,11.12.2020,46103.35
"Светланская,111",ВО,Здание,05.03.2020,81.9
"Светланская,111",ВО,Здание,13.04.2020,131.04
"Светланская,111",ВО,Здание,14.05.2020,81.9
"Светланская,111",ВО,Здание,11.06.2020,65.52
"Светланская,111",ВО,Здание,14.07.2020,343.98
"Светланская,111",ВО,Здание,12.08.2020,246.8
"Светланская,111",ВО,Здание,09.09.2020,321.19
"Светланская,111",ВО,Здание,09.09.2020,160.7
"Светланская,111",ВО,Здание,01.10.2020,383.9
"Светланская,111",ВО,Здание,02.10.2020,767.29
"Светланская,111",ВО,Здание,11.11.2020,713.76
"Светланская,111",ВО,Здание,11.11.2020,357.12
"Светланская,111",ВО,Здание,11.12.2020,713.76
"Светланская,111",ВО,Здание,15.12.2020,357.12
"Находка, Находкинский пр-т, 13",ВО,Здание,16.01.2020,718.5
"Находка, Находкинский пр-т, 13",ВО,Здание,16.01.2020,1437.0
"Находка, Находкинский пр-т, 13",ВО,Здание,10.02.2020,1322.04
"Находка, Находкинский пр-т, 13",ВО,Здание,10.02.2020,661.02
"Находка, Находкинский пр-т, 13",ВО,Здание,05.03.2020,747.24
"Находка, Находкинский пр-т, 13",ВО,Здание,05.03.2020,1494.48
"Находка, Находкинский пр-т, 13",ВО,Здание,08.04.2020,2327.94
"Находка, Находкинский пр-т, 13",ВО,Здание,20.05.2020,632.28
"Находка, Находкинский пр-т, 13",ВО,Здание,21.05.2020,1264.56
"Находка, Находкинский пр-т, 13",ВО,Здание,19.06.2020,1322.04
"Находка, Находкинский пр-т, 13",ВО,Здание,19.06.2020,661.02
"Находка, Находкинский пр-т, 13",ВО,Здание,10.07.2020,1379.52
"Находка, Находкинский пр-т, 13",ВО,Здание,07.08.2020,1164.39
"Находка, Находкинский пр-т, 13",ВО,Здание,11.09.2020,1970.49
"Находка, Находкинский пр-т, 13",ВО,Здание,08.10.2020,776.26
"Находка, Находкинский пр-т, 13",ВО,Здание,08.10.2020,1552.51
"Находка, Находкинский пр-т, 13",ВО,Здание,11.11.2020,1791.36
"Находка, Находкинский пр-т, 13",ВО,Здание,10.12.2020,626.98
"Находка, Находкинский пр-т, 13",ВО,Здание,16.12.2020,1253.95
"Некрасова, 102",ВО,Здание,21.01.2020,1361.81
"Некрасова, 102",ВО,Здание,13.02.2020,1167.26
"Некрасова, 102",ВО,Здание,11.03.2020,1199.69
"Некрасова, 102",ВО,Здание,09.04.2020,1102.42
"Некрасова, 102",ВО,Здание,15.05.2020,1264.54
"Некрасова, 102",ВО,Здание,11.06.2020,1199.69
"Некрасова, 102",ВО,Здание,08.07.2020,1296.96
"Некрасова, 102",ВО,Здание,10.08.2020,2348.21
"Некрасова, 102",ВО,Здание,08.09.2020,1582.49
"Некрасова, 102",ВО,Здание,02.10.2020,2246.11
"Некрасова, 102",ВО,Здание,09.11.2020,2144.01
"Некрасова, 102",ВО,Здание,09.12.2020,1633.53
"Некрасова, 102",ВО,большой гараж,21.01.2020,97.27
"Некрасова, 102",ВО,большой гараж,13.02.2020,64.85
"Некрасова, 102",ВО,большой гараж,11.03.2020,64.85
"Некрасова, 102",ВО,большой гараж,09.04.2020,97.27
"Некрасова, 102",ВО,большой гараж,15.05.2020,32.42
"Некрасова, 102",ВО,большой гараж,11.06.2020,486.36
"Некрасова, 102",ВО,большой гараж,08.07.2020,129.7
"Некрасова, 102",ВО,большой гараж,10.08.2020,792.43
"Некрасова, 102",ВО,большой гараж,08.09.2020,204.19
"Некрасова, 102",ВО,большой гараж,02.10.2020,51.05
"Некрасова, 102",ВО,большой гараж,09.11.2020,153.15
"Некрасова, 102",ВО,большой гараж,09.12.2020,102.09
"Океанский пр-т, 34",ВО,Здание,27.01.2020,11220.3
"Океанский пр-т, 34",ВО,Здание,27.01.2020,2244.06
"Океанский пр-т, 34",ВО,Здание,05.03.2020,2997.54
"Океанский пр-т, 34",ВО,Здание,05.03.2020,1365.91
"Океанский пр-т, 34",ВО,Здание,05.03.2020,13023.8
"Океанский пр-т, 34",ВО,Здание,13.04.2020,2866.5
"Океанский пр-т, 34",ВО,Здание,13.04.2020,11466.0
"Океанский пр-т, 34",ВО,Здание,13.04.2020,1306.2
"Океанский пр-т, 34",ВО,Здание,14.05.2020,1523.34
"Океанский пр-т, 34",ВО,Здание,15.05.2020,6093.36
"Океанский пр-т, 34",ВО,Здание,15.05.2020,694.15
"Океанский пр-т, 34",ВО,Здание,11.06.2020,5896.8
"Океанский пр-т, 34",ВО,Здание,11.06.2020,1474.2
"Океанский пр-т, 34",ВО,Здание,13.07.2020,7993.44
"Океанский пр-т, 34",ВО,Здание,14.07.2020,1998.36
"Океанский пр-т, 34",ВО,Здание,12.08.2020,1815.76
"Океанский пр-т, 34",ВО,Здание,09.09.2020,1516.74
"Океанский пр-т, 34",ВО,Здание,01.10.2020,1026.72
"Океанский пр-т, 34",ВО,Здание,02.10.2020,2052.06
"Океанский пр-т, 34",ВО,Здание,09.10.2020,758.88
"Океанский пр-т, 34",ВО,Здание,11.11.2020,1962.84
"Океанский пр-т, 34",ВО,Здание,11.11.2020,982.08
"Океанский пр-т, 34",ВО,Здание,11.12.2020,1605.96
"Океанский пр-т, 34",ВО,Здание,15.12.2020,803.52
"Пушкина, 59",ВО,Здание,27.01.2020,16.39
"Пушкина, 59",ВО,Здание,05.03.2020,32.78
"Пушкина, 59",ВО,Здание,13.04.2020,16.39
"Пушкина, 59",ВО,Здание,14.07.2020,32.78
"Пушкина, 59",ВО,Здание,12.08.2020,66.08
"Пушкина, 59",ВО,Здание,29.09.2020,66.24
"Пушкина, 59",ВО,Здание,12.11.2020,33.12
"Пушкина, 59",ВО,Здание,11.12.2020,99.36
"Калинина, 261",ВО,Здание,27.01.2020,442.26
"Калинина, 261",ВО,Здание,05.03.2020,540.54
"Калинина, 261",ВО,Здание,13.04.2020,442.26
"Калинина, 261",ВО,Здание,14.05.2020,81.9
