Направление расходов,Наименование вида расходов,Вид объекта,Дата проведения,Конечный остаток
"Светланская,69",ЭЭ,Здание,30.03.2021,21835.3
"Светланская,69",ЭЭ,Здание,30.04.2021,29199.75
"Светланская,69",ЭЭ,Здание,28.05.2021,25243.65
"Светланская,69",ЭЭ,Здание,24.06.2021,22737.87
"Светланская,69",ЭЭ,Здание,03.08.2021,27811.81
"Светланская,69",ЭЭ,Здание,26.08.2021,34156.23
"Светланская,69",ЭЭ,Здание,01.10.2021,41569.06
"Светланская,69",ЭЭ,Здание,29.10.2021,42243.6
"Светланская,69",ЭЭ,Здание,23.11.2021,29394.92
"Светланская,69",ЭЭ,Здание,29.12.2021,30334.15
"Светланская, 111",ЭЭ,Здание,19.01.2021,47032.75
"Светланская, 111",ЭЭ,Здание,20.02.2021,47543.88
"Светланская, 111",ЭЭ,Здание,22.03.2021,34939.68
"Светланская, 111",ЭЭ,Здание,21.04.2021,50984.03
"Светланская, 111",ЭЭ,Здание,20.05.2021,34863.2
"Светланская, 111",ЭЭ,Здание,22.06.2021,23481.78
"Светланская, 111",ЭЭ,Здание,21.07.2021,37691.51
"Светланская, 111",ЭЭ,Здание,23.08.2021,50198.81
"Светланская, 111",ЭЭ,Здание,23.09.2021,74018.45
"Светланская, 111",ЭЭ,Здание,20.10.2021,64296.21
"Светланская, 111",ЭЭ,Здание,19.11.2021,57844.47
"Светланская, 111",ЭЭ,Здание,22.12.2021,48281.78
"Светланская,71",ЭЭ,пристройка,19.01.2021,42800.5
"Светланская,71",ЭЭ,пристройка,20.02.2021,45985.82
"Светланская,71",ЭЭ,пристройка,22.03.2021,43567.71
"Светланская,71",ЭЭ,пристройка,21.04.2021,41752.32
"Светланская,71",ЭЭ,пристройка,20.05.2021,35770.01
"Светланская,71",ЭЭ,пристройка,22.06.2021,30895.47
"Светланская,71",ЭЭ,пристройка,21.07.2021,28069.22
"Светланская,71",ЭЭ,пристройка,23.08.2021,30091.04
"Светланская,71",ЭЭ,пристройка,23.09.2021,31721.92
"Светланская,71",ЭЭ,пристройка,20.10.2021,31213.01
"Светланская,71",ЭЭ,пристройка,19.11.2021,33041.67
"Светланская,71",ЭЭ,пристройка,22.12.2021,32676.7
"Светланская,73",ЭЭ,Здание,19.01.2021,20565.57
"Светланская,73",ЭЭ,Здание,20.02.2021,50428.47
"Светланская,73",ЭЭ,Здание,22.03.2021,63935.87
"Светланская,73",ЭЭ,Здание,21.04.2021,41663.38
"Светланская,73",ЭЭ,Здание,20.05.2021,19097.29
"Светланская,73",ЭЭ,Здание,22.06.2021,14288.4
"Светланская,73",ЭЭ,Здание,21.07.2021,13426.08
"Светланская,73",ЭЭ,Здание,23.08.2021,5483.33
"Светланская,73",ЭЭ,Здание,23.09.2021,4422.64
"Светланская,73",ЭЭ,Здание,20.10.2021,4928.66
"Светланская,73",ЭЭ,Здание,19.11.2021,7767.77
"Светланская,73",ЭЭ,Здание,22.12.2021,8012.81
"Светланская,73 А",ЭЭ,Здание,19.01.2021,16103.71
"Светланская,73 А",ЭЭ,Здание,20.02.2021,17903.04
"Светланская,73 А",ЭЭ,Здание,22.03.2021,18910.8
"Светланская,73 А",ЭЭ,Здание,21.04.2021,14727.74
"Светланская,73 А",ЭЭ,Здание,20.05.2021,12849.6
"Светланская,73 А",ЭЭ,Здание,22.06.2021,10619.2
"Светланская,73 А",ЭЭ,Здание,21.07.2021,8722.29
"Светланская,73 А",ЭЭ,Здание,23.08.2021,14179.29
"Светланская,73 А",ЭЭ,Здание,23.09.2021,14399.0
"Светланская,73 А",ЭЭ,Здание,20.10.2021,11655.7
"Светланская,73 А",ЭЭ,Здание,19.11.2021,15222.19
"Светланская,73 А",ЭЭ,Здание,22.12.2021,8237.03
"Ленина, 64",ЭЭ,Здание,26.01.2021,701.24
"Ленина, 64",ЭЭ,Здание,24.02.2021,648.28
"Ленина, 64",ЭЭ,Здание,26.03.2021,379.06
"Ленина, 64",ЭЭ,Здание,23.04.2021,407.77
"Ленина, 64",ЭЭ,Здание,24.05.2021,283.97
"Ленина, 64",ЭЭ,Здание,23.06.2021,153.9
"Ленина, 64",ЭЭ,Здание,27.07.2021,332.6
"Ленина, 64",ЭЭ,Здание,03.09.2021,272.1
"Ленина, 64",ЭЭ,Здание,24.09.2021,260.08
"Ленина, 64",ЭЭ,Здание,26.10.2021,344.06
"Ленина, 64",ЭЭ,Здание,24.11.2021,608.36
"Ленина, 64",ЭЭ,Здание,24.12.2021,623.51
РКЦ Находка,ЭЭ,Здание,20.01.2021,49639.14
РКЦ Находка,ЭЭ,Здание,20.02.2021,179.72
РКЦ Находка,ЭЭ,Здание,20.02.2021,48794.12
РКЦ Находка,ЭЭ,Здание,19.03.2021,44620.76
РКЦ Находка,ЭЭ,Здание,20.04.2021,53684.81
РКЦ Находка,ЭЭ,Здание,19.05.2021,49197.76
РКЦ Находка,ЭЭ,Здание,20.07.2021,46720.09
РКЦ Находка,ЭЭ,Здание,22.07.2021,-179.72
РКЦ Находка,ЭЭ,Здание,26.07.2021,52314.56
РКЦ Находка,ЭЭ,Здание,19.08.2021,62154.32
РКЦ Находка,ЭЭ,Здание,17.09.2021,53902.52
РКЦ Находка,ЭЭ,Здание,20.10.2021,52420.0
РКЦ Находка,ЭЭ,Здание,19.11.2021,47765.76
РКЦ Находка,ЭЭ,Здание,20.12.2021,49769.57
РКЦ Уссурийск,ЭЭ,Здание,19.01.2021,199040.92
РКЦ Уссурийск,ЭЭ,Здание,24.02.2021,177737.3
РКЦ Уссурийск,ЭЭ,Здание,22.03.2021,170415.61
РКЦ Уссурийск,ЭЭ,Здание,19.04.2021,163533.76
РКЦ Уссурийск,ЭЭ,Здание,24.05.2021,140671.12
РКЦ Уссурийск,ЭЭ,Здание,18.06.2021,120239.22
РКЦ Уссурийск,ЭЭ,Здание,20.07.2021,87759.94
РКЦ Уссурийск,ЭЭ,Здание,18.08.2021,78918.26
РКЦ Уссурийск,ЭЭ,Здание,21.09.2021,141062.8
РКЦ Уссурийск,ЭЭ,Здание,19.10.2021,132233.65
РКЦ Уссурийск,ЭЭ,Здание,22.11.2021,142512.34
РКЦ Уссурийск,ЭЭ,Здание,17.12.2021,195216.37
"Пушкина, 59",ЭЭ,Здание,19.01.2021,12600.14
"Пушкина, 59",ЭЭ,Здание,19.02.2021,10167.64
"Пушкина, 59",ЭЭ,Здание,11.03.2021,11.2
"Пушкина, 59",ЭЭ,Здание,11.03.2021,-12600.14
"Пушкина, 59",ЭЭ,Здание,18.03.2021,6948.48
"Пушкина, 59",ЭЭ,Здание,23.03.2021,-10167.64
"Пушкина, 59",ЭЭ,Здание,23.03.2021,-11.2
"Пушкина, 59",ЭЭ,Здание,13.04.2021,-6948.48
"Пушкина, 59",ЭЭ,Здание,19.04.2021,8491.04
"Пушкина, 59",ЭЭ,Здание,27.04.2021,-8491.04
"Пушкина, 59",ЭЭ,Здание,19.05.2021,8097.01
"Пушкина, 59",ЭЭ,Здание,18.06.2021,11265.3
"Пушкина, 59",ЭЭ,Здание,20.07.2021,11331.19
"Пушкина, 59",ЭЭ,Здание,17.08.2021,22833.13
"Пушкина, 59",ЭЭ,Здание,21.09.2021,36876.7
"Пушкина, 59",ЭЭ,Здание,01.10.2021,-4048.51
"Пушкина, 59",ЭЭ,Здание,20.10.2021,33416.83
"Пушкина, 59",ЭЭ,Здание,18.11.2021,27236.4
"Пушкина, 59",ЭЭ,Здание,20.12.2021,31174.92
"Пушкина, 59",ТП,Здание,27.05.2021,40988.7
"Светланская, 71",ТЭ,Здание,15.01.2021,50470.63
"Светланская, 71",ТЭ,Здание,12.02.2021,73802.57
"Светланская, 71",ТЭ,Здание,09.03.2021,77702.8
"Светланская, 71",ТЭ,Здание,13.04.2021,43861.25
"Светланская, 71",ТЭ,Здание,14.05.2021,21860.46
"Светланская, 71",ТЭ,Здание,15.06.2021,4507.66
"Светланская, 71",ТЭ,Здание,08.07.2021,1121.15
"Светланская, 71",ТЭ,Здание,10.08.2021,339.78
"Светланская, 71",ТЭ,Здание,11.11.2021,1052.87
"Светланская, 71",ТЭ,Здание,08.12.2021,24484.51
РКЦ Находка,ТЭ,Здание,12.01.2022,108466.24
РКЦ Уссурийск,ТЭ,Здание,17.01.2022,196691.42
РКЦ Уссурийск,ТЭ,гараж,17.01.2022,139934.16
"Мордовцева, 6",ТЭ,Здание,13.01.2022,4102.4
"Светланская, 73",ТЭ,Здание,13.01.2022,139068.26
"Светланская, 73 А",ТЭ,Здание,13.01.2022,31738.88
"Калинина, 261",ТЭ,Здание,13.01.2022,48818.14
"Светланская, 111",ТЭ,Здание,13.01.2022,60317.34
"Океанский пр-т, 34",ТЭ,Здание,13.01.2022,153616.33
"Фонтанная, 19",ТЭ,Здание,13.01.2022,24018.87
"Светланская, 71",ТЭ,Здание,13.01.2022,53264.01
"Светланская, 71",ТЭ,пристройка,13.01.2022,41466.72
"Пушкина, 59",ТЭ,Здание,14.01.2022,49701.76
"Пушкина, 59",ТЭ,Здание,15.01.2021,85911.22
"Пушкина, 59",ТЭ,Здание,03.02.2021,115735.31
"Пушкина, 59",ТЭ,Здание,11.03.2021,89493.49
"Пушкина, 59",ТЭ,Здание,11.03.2021,-85911.22
"Пушкина, 59",ТЭ,Здание,23.03.2021,-115735.31
"Пушкина, 59",ТЭ,Здание,08.04.2021,58736.73
"Пушкина, 59",ТЭ,Здание,13.04.2021,-89493.49
"Пушкина, 59",ТЭ,Здание,27.04.2021,-58736.73
"Пушкина, 59",ТЭ,Здание,13.05.2021,34450.33
"Пушкина, 59",ТЭ,Здание,03.06.2021,2623.12
"Пушкина, 59",ТЭ,Здание,01.10.2021,-17225.18
"Пушкина, 59",ТЭ,Здание,11.11.2021,2433.61
"Пушкина, 59",ТЭ,Здание,09.12.2021,13010.44
"Фонтанная, 19",ТЭ,Здание,15.01.2021,23117.32
"Фонтанная, 19",ТЭ,Здание,12.02.2021,24151.56
"Фонтанная, 19",ТЭ,Здание,09.03.2021,20684.68
"Фонтанная, 19",ТЭ,Здание,13.04.2021,18261.76
"Фонтанная, 19",ТЭ,Здание,14.05.2021,13054.17
"Фонтанная, 19",ТЭ,Здание,15.06.2021,3714.5
"Фонтанная, 19",ТЭ,Здание,08.07.2021,2609.86
"Фонтанная, 19",ТЭ,Здание,10.08.2021,3728.2
"Фонтанная, 19",ТЭ,Здание,10.09.2021,2035.63
"Фонтанная, 19",ТЭ,Здание,08.10.2021,3728.2
"Фонтанная, 19",ТЭ,Здание,11.11.2021,6704.7
"Фонтанная, 19",ТЭ,Здание,08.12.2021,16645.71
"Океанский пр-т, 34",ТЭ,Здание,15.01.2021,177607.45
"Океанский пр-т, 34",ТЭ,Здание,12.02.2021,214283.92
"Океанский пр-т, 34",ТЭ,Здание,09.03.2021,196529.57
"Океанский пр-т, 34",ТЭ,Здание,13.04.2021,137702.03
"Океанский пр-т, 34",ТЭ,Здание,14.05.2021,91668.08
"Океанский пр-т, 34",ТЭ,Здание,15.06.2021,43081.71
"Океанский пр-т, 34",ТЭ,Здание,08.07.2021,21879.11
"Океанский пр-т, 34",ТЭ,Здание,10.08.2021,21603.4
"Океанский пр-т, 34",ТЭ,Здание,10.09.2021,15686.5
"Океанский пр-т, 34",ТЭ,Здание,08.10.2021,21240.99
"Океанский пр-т, 34",ТЭ,Здание,11.11.2021,26229.59
"Океанский пр-т, 34",ТЭ,Здание,08.12.2021,81109.89
"Светланская, 71",ТЭ,пристройка,15.01.2021,46322.04
"Светланская, 71",ТЭ,пристройка,12.02.2021,66574.58
"Светланская, 71",ТЭ,пристройка,09.03.2021,56256.52
"Светланская, 71",ТЭ,пристройка,13.04.2021,33911.23
"Светланская, 71",ТЭ,пристройка,14.05.2021,19577.62
"Светланская, 71",ТЭ,пристройка,15.06.2021,5277.99
"Светланская, 71",ТЭ,пристройка,10.08.2021,353.14
"Светланская, 71",ТЭ,пристройка,08.12.2021,13984.52
"Светланская, 73",ТЭ,Здание,15.01.2021,117251.09
"Светланская, 73",ТЭ,Здание,12.02.2021,126704.63
"Светланская, 73",ТЭ,Здание,09.03.2021,106115.59
"Светланская, 73",ТЭ,Здание,13.04.2021,90851.9
"Светланская, 73",ТЭ,Здание,14.05.2021,62022.01
"Светланская, 73",ТЭ,Здание,15.06.2021,13053.93
"Светланская, 73",ТЭ,Здание,08.07.2021,5308.34
"Светланская, 73",ТЭ,Здание,10.08.2021,8825.59
"Светланская, 73",ТЭ,Здание,10.09.2021,1654.99
"Светланская, 73",ТЭ,Здание,08.10.2021,13850.83
"Светланская, 73",ТЭ,Здание,11.11.2021,28420.55
"Светланская, 73",ТЭ,Здание,08.12.2021,94140.73
"Светланская, 73 А",ТЭ,Здание,15.01.2021,35444.39
"Светланская, 73 А",ТЭ,Здание,12.02.2021,45058.4
"Светланская, 73 А",ТЭ,Здание,09.03.2021,41545.02
"Светланская, 73 А",ТЭ,Здание,13.04.2021,29010.77
"Светланская, 73 А",ТЭ,Здание,14.05.2021,19998.74
"Светланская, 73 А",ТЭ,Здание,15.06.2021,4755.59
"Светланская, 73 А",ТЭ,Здание,08.07.2021,125.59
"Светланская, 73 А",ТЭ,Здание,10.08.2021,527.49
"Светланская, 73 А",ТЭ,Здание,10.09.2021,1408.24
"Светланская, 73 А",ТЭ,Здание,08.10.2021,2084.72
"Светланская, 73 А",ТЭ,Здание,11.11.2021,2111.96
"Светланская, 73 А",ТЭ,Здание,08.12.2021,12406.63
"Светланская, 111",ТЭ,Здание,15.01.2021,73006.02
"Светланская, 111",ТЭ,Здание,12.02.2021,90216.55
"Светланская, 111",ТЭ,Здание,09.03.2021,76691.89
"Светланская, 111",ТЭ,Здание,13.04.2021,52192.66
"Светланская, 111",ТЭ,Здание,14.05.2021,43464.15
"Светланская, 111",ТЭ,Здание,15.06.2021,19810.69
"Светланская, 111",ТЭ,Здание,08.12.2021,41622.71
"Пушкинская,8б",ТЭ,Здание,15.01.2021,133.53
"Пушкинская,8б",ТЭ,Здание,12.02.2021,18159.79
"Пушкинская,8б",ТЭ,Здание,09.03.2021,17589.26
"Пушкинская,8б",ТЭ,Здание,13.04.2021,11595.08
"Пушкинская,8б",ТЭ,Здание,14.05.2021,7737.34
"Пушкинская,8б",ТЭ,Здание,15.06.2021,5423.66
"Пушкинская,8б",ТЭ,Здание,08.07.2021,46.13
"Пушкинская,8б",ТЭ,Здание,10.08.2021,78.2
"Пушкинская,8б",ТЭ,Здание,10.09.2021,15.14
"Пушкинская,8б",ТЭ,Здание,08.10.2021,105.94
"Калинина, 261",ТЭ,Здание,15.01.2021,54244.82
"Калинина, 261",ТЭ,Здание,12.02.2021,63387.84
"Калинина, 261",ТЭ,Здание,09.03.2021,56283.86
"Калинина, 261",ТЭ,Здание,13.04.2021,42067.08
"Калинина, 261",ТЭ,Здание,14.05.2021,29811.53
"Калинина, 261",ТЭ,Здание,15.06.2021,6239.39
"Калинина, 261",ТЭ,Здание,08.12.2021,34586.31
"Дальнегорск, пр-т 50 лет Октября, 89",ТЭ,Здание,03.03.2021,75832.07
"Ленина, 64",ТЭ,Здание,15.01.2021,82297.14
"Ленина, 64",ТЭ,Здание,12.02.2021,91252.85
"Ленина, 64",ТЭ,Здание,12.03.2021,81396.26
"Ленина, 64",ТЭ,Здание,09.04.2021,54476.15
"Ленина, 64",ТЭ,Здание,17.05.2021,31429.76
"Ленина, 64",ТЭ,Здание,15.06.2021,4610.34
"Ленина, 64",ТЭ,Здание,24.12.2021,44350.02
РКЦ Находка,ТЭ,Здание,18.01.2021,113562.63
РКЦ Находка,ТЭ,Здание,10.02.2021,138892.98
РКЦ Находка,ТЭ,Здание,12.03.2021,109323.24
РКЦ Находка,ТЭ,Здание,06.04.2021,71009.77
РКЦ Находка,ТЭ,Здание,13.05.2021,46686.27
РКЦ Находка,ТЭ,Здание,02.06.2021,9061.69
РКЦ Находка,ТЭ,Здание,15.12.2021,66951.74
РКЦ Уссурийск,ТЭ,Здание,15.01.2021,237298.69
РКЦ Уссурийск,ТЭ,Здание,18.02.2021,300160.93
РКЦ Уссурийск,ТЭ,Здание,15.03.2021,232374.6
РКЦ Уссурийск,ТЭ,Здание,13.04.2021,249873.37
РКЦ Уссурийск,ТЭ,Здание,17.05.2021,144683.34
РКЦ Уссурийск,ТЭ,Здание,16.12.2021,88531.94
РКЦ Уссурийск,ТЭ,гараж,15.01.2021,147838.19
РКЦ Уссурийск,ТЭ,гараж,18.02.2021,165534.36
РКЦ Уссурийск,ТЭ,гараж,15.03.2021,140992.14
РКЦ Уссурийск,ТЭ,гараж,13.04.2021,144072.49
РКЦ Уссурийск,ТЭ,гараж,17.05.2021,79411.19
РКЦ Уссурийск,ТЭ,гараж,16.12.2021,125767.54
"Мордовцева, 6",ТЭ,Здание,18.01.2021,6642.62
"Мордовцева, 6",ТЭ,Здание,02.03.2021,11119.38
"Мордовцева, 6",ТЭ,Здание,06.04.2021,12556.02
"Мордовцева, 6",ТЭ,Здание,22.04.2021,10862.98
"Мордовцева, 6",ТЭ,Здание,03.06.2021,6139.44
"Мордовцева, 6",ТЭ,Здание,02.07.2021,3197.12
"Мордовцева, 6",ТЭ,Здание,22.07.2021,541.25
"Мордовцева, 6",ТЭ,Здание,06.12.2021,811.95
"Светланская, 69",ТЭ,Здание,05.02.2021,36521.09
"Светланская, 69",ТЭ,Здание,05.03.2021,49281.51
"Светланская, 69",ТЭ,Здание,30.03.2021,39699.06
"Светланская, 69",ТЭ,Здание,30.04.2021,32267.62
"Светланская, 69",ТЭ,Здание,28.05.2021,32957.11
"Светланская, 69",ТЭ,Здание,24.06.2021,14714.77
"Светланская, 69",ТЭ,Здание,29.12.2021,20737.14
"Фонтанная, 19",ССВ,Здание,17.05.2021,107.06
"Фонтанная, 19",ССВ,Здание,01.06.2021,35.69
"Фонтанная, 19",ССВ,Здание,01.06.2021,142.76
"Фонтанная, 19",ССВ,Здание,06.07.2021,107.06
"Фонтанная, 19",ССВ,Здание,10.08.2021,38.71
"Фонтанная, 19",ССВ,Здание,07.09.2021,77.42
"Фонтанная, 19",ССВ,Здание,08.10.2021,116.14
"Фонтанная, 19",ССВ,Здание,11.11.2021,116.14
"Фонтанная, 19",ССВ,Здание,08.12.2021,154.85
"Светланская, 69",ССВ,Здание,30.04.2021,1142.02
"Светланская, 69",ССВ,Здание,28.05.2021,1284.77
"Светланская, 69",ССВ,Здание,01.06.2021,3497.41
"Светланская, 69",ССВ,Здание,24.06.2021,1106.33
"Светланская, 69",ССВ,Здание,03.08.2021,1106.33
"Светланская, 69",ССВ,Здание,26.08.2021,1509.77
"Светланская, 69",ССВ,Здание,01.10.2021,1509.77
"Светланская, 69",ССВ,Здание,29.10.2021,1548.48
"Светланская, 69",ССВ,Здание,23.11.2021,1432.34
"Светланская, 69",ССВ,Здание,29.12.2021,1238.78
"Фонтанная, 19",ССВ,Здание,13.01.2022,116.14
Океанский пр-т 34,НВВО,Здание,17.05.2021,1365.98
Океанский пр-т 34,НВВО,Здание,01.06.2021,3597.99
Океанский пр-т 34,НВВО,Здание,01.06.2021,973.15
Океанский пр-т 34,НВВО,Здание,06.07.2021,1428.48
Океанский пр-т 34,НВВО,Здание,10.08.2021,1568.81
Океанский пр-т 34,НВВО,Здание,07.09.2021,1220.18
Океанский пр-т 34,НВВО,Здание,08.10.2021,1346.08
Океанский пр-т 34,НВВО,Здание,11.11.2021,1404.18
Океанский пр-т 34,НВВО,Здание,08.12.2021,1442.92
"Калинина, 261",НВВО,Здание,17.05.2021,357.12
"Калинина, 261",НВВО,Здание,01.06.2021,1160.64
"Калинина, 261",НВВО,Здание,01.06.2021,357.12
"Калинина, 261",НВВО,Здание,06.07.2021,437.47
"Калинина, 261",НВВО,Здание,10.08.2021,348.62
"Калинина, 261",НВВО,Здание,07.09.2021,387.36
"Калинина, 261",НВВО,Здание,08.10.2021,503.57
"Калинина, 261",НВВО,Здание,11.11.2021,213.05
"Калинина, 261",НВВО,Здание,08.12.2021,251.78
"Светланская, 73а",НВВО,Здание,17.05.2021,142.85
"Светланская, 73а",НВВО,Здание,01.06.2021,392.84
"Светланская, 73а",НВВО,Здание,01.06.2021,80.35
"Светланская, 73а",НВВО,Здание,06.07.2021,124.99
"Светланская, 73а",НВВО,Здание,10.08.2021,125.89
"Светланская, 73а",НВВО,Здание,07.09.2021,87.16
"Светланская, 73а",НВВО,Здание,08.10.2021,96.84
"Светланская, 73а",НВВО,Здание,11.11.2021,116.21
"Светланская, 73а",НВВО,Здание,08.12.2021,87.16
"Светланская, 111",НВВО,Здание,17.05.2021,312.48
"Светланская, 111",НВВО,Здание,01.06.2021,1383.84
"Светланская, 111",НВВО,Здание,01.06.2021,562.46
"Светланская, 111",НВВО,Здание,06.07.2021,491.04
"Светланская, 111",НВВО,Здание,10.08.2021,581.04
"Светланская, 111",НВВО,Здание,07.09.2021,658.51
"Светланская, 111",НВВО,Здание,08.10.2021,639.14
"Светланская, 111",НВВО,Здание,11.11.2021,629.46
"Светланская, 111",НВВО,Здание,08.12.2021,610.09
"Фонтанная, 19",НВВО,Здание,17.05.2021,26.79
"Фонтанная, 19",НВВО,Здание,01.06.2021,35.72
