Год сметы,Смета,Подразделение БР,Код вида расходов,Наименование вида расходов,Направление расходов,Конечный остаток,Дата проведения,Дата проведения (день),Дата проведения (месяц),Дата проведения (год)
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13",61344.82,2020-09-21,21.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Расчетно-кассовый центр г. Находка Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13",54378.31,2020-10-20,20.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Расчетно-кассовый центр г. Находка Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13",47741.89,2020-11-23,23.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13",54587.36,2020-12-18,18.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",1798.09,2020-01-21,21.0,1.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",1377.24,2020-02-19,19.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",1821.17,2020-03-18,18.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",1451.45,2020-04-22,22.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",923.12,2020-05-20,20.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",818.05,2020-06-17,17.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",2335.88,2020-07-21,21.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",2645.53,2020-08-18,18.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",1776.85,2020-09-18,18.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",2180.72,2020-10-21,21.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",1481.71,2020-11-19,19.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",-750.38,2020-12-07,7.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Склад ул.Фонтанная,19",3803.77,2020-12-21,21.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",283.46,2020-01-21,21.0,1.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",272.48,2020-02-19,19.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",1058.88,2020-03-18,18.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",329.17,2020-04-22,22.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",289.52,2020-05-20,20.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",264.31,2020-06-17,17.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",306.1,2020-07-21,21.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",324.11,2020-08-18,18.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",354.27,2020-09-18,18.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",318.43,2020-10-21,21.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",336.63,2020-11-19,19.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. Убежище ул.Семеновская,29а",259.94,2020-12-21,21.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",5904.26,2020-01-21,21.0,1.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",37255.74,2020-02-19,19.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",-176.54,2020-03-03,3.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",21767.99,2020-03-18,18.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",25069.75,2020-04-22,22.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",20635.61,2020-05-20,20.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",26937.72,2020-06-17,17.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",26411.37,2020-07-21,21.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",24757.22,2020-08-18,18.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",32021.12,2020-09-18,18.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",32535.13,2020-10-21,21.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",36002.28,2020-11-19,19.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам  зд. ул.Калинина,261",18094.34,2020-12-21,21.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",16606.07,2020-02-10,10.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",16803.06,2020-03-06,6.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",16141.8,2020-04-09,9.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",15957.47,2020-05-14,14.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",12240.29,2020-06-08,8.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",14191.72,2020-07-10,10.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",10526.29,2020-08-10,10.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",12744.1,2020-09-09,9.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",12781.64,2020-10-05,5.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",12450.06,2020-11-09,9.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Мордовцева,6",16909.76,2020-12-11,11.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Светланская,69",42173.33,2020-01-27,27.0,1.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Светланская,69",31780.64,2020-02-27,27.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Светланская,69",42004.23,2020-04-10,10.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Светланская,69",26656.68,2020-04-22,22.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Светланская,69",24111.4,2020-05-27,27.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Светланская,69",20816.83,2020-06-29,29.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Оплата за электроэнергию по тарифам зд. ул.Светланская,69",25249.57,2020-07-30,30.0,7.0,2020.0
