Направление расходов,Наименование вида расходов,Год проведения,Месяц проведения,Конечный остаток
"Дежнева,7",ЭЭ,2021,10,358282.5
"Дежнева,7",ЭЭ,2021,11,366027.38
"Дежнева,7",ЭЭ,2021,12,357647.7
"Дежнева,7",ЭЭ,2022,1,522530.10000000003
Дежнева7,ВО,2021,1,1515.79
Дежнева7,ВО,2021,2,1548.74
Дежнева7,ВО,2021,3,2207.79
Дежнева7,ВО,2021,4,1680.56
Дежнева7,ВО,2021,5,2316.53
Дежнева7,ВО,2021,6,1755.25
Дежнева7,ВО,2021,7,2800.92
Дежнева7,ВО,2021,8,2069.28
Дежнева7,ВО,2021,9,2414.16
Дежнева7,ВО,2021,10,1517.47
Дежнева7,ВО,2021,11,1534.8799999999999
Дежнева7,ВО,2021,12,1724.4
Дежнева7,ВО,2022,1,1689.91
Дежнева7,ГВС,2021,1,3805.34
Дежнева7,ГВС,2021,2,4439.57
Дежнева7,ГВС,2021,3,5708.02
Дежнева7,ГВС,2021,4,634.23
Дежнева7,ГВС,2021,5,2092.94
Дежнева7,ГВС,2021,6,3340.45
Дежнева7,ГВС,2021,7,6342.24
Дежнева7,ГВС,2021,8,4957.68
Дежнева7,ГВС,2021,9,4957.68
Дежнева7,ГВС,2021,10,2832.96
Дежнева7,ГВС,2021,11,5665.92
Дежнева7,ГВС,2021,12,6374.16
Дежнева7,ГВС,2022,1,7082.4
Дежнева7,ХВС,2021,1,5741.76
Дежнева7,ХВС,2021,2,5741.76
Дежнева7,ХВС,2021,3,8325.55
Дежнева7,ХВС,2021,4,7177.2
Дежнева7,ХВС,2021,5,9617.45
Дежнева7,ХВС,2021,6,6890.11
Дежнева7,ХВС,2021,7,10765.8
Дежнева7,ХВС,2021,8,8748.81
Дежнева7,ХВС,2021,9,10399.54
Дежнева7,ХВС,2021,10,6602.88
Дежнева7,ХВС,2021,11,6042.34
Дежнева7,ХВС,2021,12,6602.88
Дежнева7,ХВС,2022,1,6437.81
"Зея,пер.Жуковский,15",ТЭ,2021,2,74480.83
"Зея,пер.Жуковский,15",ТЭ,2021,3,70849.9
"Зея,пер.Жуковский,15",ТЭ,2021,4,46550.52
"Зея,пер.Жуковский,15",ТЭ,2021,5,27930.31
"Зея,пер.Жуковский,15",ТЭ,2021,6,9310.1
"Зея,пер.Жуковский,15",ТЭ,2021,10,14257.69
"Зеяпер.Жуковский,15",ЭЭ,2021,1,158.87
"Зеяпер.Жуковский,15",ЭЭ,2021,2,155.18
"Зеяпер.Жуковский,15",ЭЭ,2021,3,128.87
"Зеяпер.Жуковский,15",ЭЭ,2021,4,127.68
"Зеяпер.Жуковский,15",ЭЭ,2021,5,128.51
"Зеяпер.Жуковский,15",ЭЭ,2021,6,106.99
"Зеяпер.Жуковский,15",ЭЭ,2021,7,90.5
"Зеяпер.Жуковский,15",ЭЭ,2021,8,83.33
"Зеяпер.Жуковский,15",ЭЭ,2021,9,91.06
"Зеяпер.Жуковский,15",ЭЭ,2021,10,181.37
"Калинина,156",ВО,2021,5,709.44
"Калинина,156",ВО,2021,7,210.53
"Калинина,156",ВО,2021,9,35.2
"Калинина,156",ГВС,2021,2,77.84
"Калинина,156",ГВС,2021,3,198.07
"Калинина,156",ГВС,2021,4,573.83
"Калинина,156",ГВС,2021,5,385.25
"Калинина,156",ГВС,2021,6,2206.33
"Калинина,156",ГВС,2021,7,-2136.75
"Калинина,156",ТЭ,2021,2,87375.52
"Калинина,156",ТЭ,2021,3,67170.73
"Калинина,156",ТЭ,2021,4,52220.3
"Калинина,156",ТЭ,2021,5,44009.06
"Калинина,156",ТЭ,2021,6,21028.49
"Калинина,156",ТЭ,2021,7,-1036.0900000000006
"Калинина,156",ТЭ,2021,8,3719.08
"Калинина,156",ХВС,2021,5,887.54
"Калинина,156",ХВС,2021,7,263.38
"Калинина,156",ХВС,2021,9,45.65
"Калинина,156",ЭЭ,2021,2,35619.81
"Калинина,156",ЭЭ,2021,3,38264.85
"Калинина,156",ЭЭ,2021,4,38671.28
"Калинина,156",ЭЭ,2021,5,28110.05
"Калинина,156",ЭЭ,2021,6,23525.89
"Калинина,156",ЭЭ,2021,7,22723.71
"Калинина,156",ЭЭ,2021,8,19190.05
"Калинина,156",ЭЭ,2021,9,22561.76
"Калинина,156",ЭЭ,2021,10,22276.14
"Калинина,156",ЭЭ,2021,11,18106.38
"Калинина,261",ВО,2021,1,883.47
"Калинина,261",ВО,2021,2,588.99
"Калинина,261",ВО,2021,3,1017.34
"Калинина,261",ВО,2021,4,990.5699999999999
"Калинина,261",ВО,2021,5,713.76
"Калинина,261",ВО,2021,6,-446.8800000000001
"Калинина,261",ВО,2021,7,874.36
"Калинина,261",ВО,2021,8,687.09
"Калинина,261",ВО,2021,9,774.24
"Калинина,261",ВО,2021,10,1006.51
"Калинина,261",ВО,2021,11,425.83
"Калинина,261",ВО,2021,12,503.26
"Калинина,261",ВО,2022,1,580.68
"Калинина,261",НВВО,2021,5,357.12
"Калинина,261",НВВО,2021,6,1517.7600000000002
"Калинина,261",НВВО,2021,7,437.47
"Калинина,261",НВВО,2021,8,348.62
"Калинина,261",НВВО,2021,9,387.36
"Калинина,261",НВВО,2021,10,503.57
"Калинина,261",НВВО,2021,11,213.05
"Калинина,261",НВВО,2021,12,251.78
"Калинина,261",НВВО,2022,1,290.52
"Калинина,261",ТЭ,2021,1,54244.82
"Калинина,261",ТЭ,2021,2,63387.84
"Калинина,261",ТЭ,2021,3,56283.86
"Калинина,261",ТЭ,2021,4,42067.08
"Калинина,261",ТЭ,2021,5,29811.53
"Калинина,261",ТЭ,2021,6,6239.39
"Калинина,261",ТЭ,2021,12,34586.31
"Калинина,261",ТЭ,2022,1,48818.14
"Калинина,261",ХВС,2021,1,1088.6
"Калинина,261",ХВС,2021,2,725.74
"Калинина,261",ХВС,2021,3,1253.54
"Калинина,261",ХВС,2021,4,1220.56
"Калинина,261",ХВС,2021,5,1319.52
"Калинина,261",ХВС,2021,6,1286.53
"Калинина,261",ХВС,2021,7,1616.41
"Калинина,261",ХВС,2021,8,1048.16
"Калинина,261",ХВС,2021,9,1354.08
"Калинина,261",ХВС,2021,10,1760.3
"Калинина,261",ХВС,2021,11,741.35
"Калинина,261",ХВС,2021,12,880.15
"Калинина,261",ХВС,2022,1,1015.56
"Калинина,261",ЭЭ,2021,1,38301.39
"Калинина,261",ЭЭ,2021,2,32128.29
"Калинина,261",ЭЭ,2021,3,32681.61
"Калинина,261",ЭЭ,2021,4,40016.64
"Калинина,261",ЭЭ,2021,5,39335.43
"Калинина,261",ЭЭ,2021,6,35694.6
"Калинина,261",ЭЭ,2021,7,30846.28
"Калинина,261",ЭЭ,2021,8,39136.63
"Калинина,261",ЭЭ,2021,9,43669.0
"Калинина,261",ЭЭ,2021,10,39943.23
"Калинина,261",ЭЭ,2021,11,47820.82
"Калинина,261",ЭЭ,2021,12,41592.21
"Калинина,95",ТЭ,2021,1,78366.32
"Калинина,95",ТЭ,2021,2,99983.79
"Калинина,95",ТЭ,2021,3,86540.01
"Калинина,95",ТЭ,2021,4,19620.610000000004
"Калинина,95",ТЭ,2021,5,42511.96
"Калинина,95",ТЭ,2021,6,13920.21
"Калинина,95",ТЭ,2021,11,13118.81
"Калинина,95",ТЭ,2021,12,53927.79
"Калинина,95",ТЭ,2022,1,78483.3
"Калинина,95",ЭЭ,2021,1,406.42
"Калинина,95",ЭЭ,2021,2,3814.49
"Калинина,95",ЭЭ,2021,3,1022.39
"Калинина,95",ЭЭ,2021,4,483.28
"Калинина,95",ЭЭ,2021,5,2110.6
"Калинина,95",ЭЭ,2021,6,1608.11
"Калинина,95",ЭЭ,2021,7,1693.46
"Калинина,95",ЭЭ,2021,8,2451.29
"Калинина,95",ЭЭ,2021,9,958.0
"Калинина,95",ЭЭ,2021,10,1242.05
"Калинина,95",ЭЭ,2021,11,1546.61
"Калинина,95",ЭЭ,2021,12,1983.8
"Калинина,95",ЭЭ,2022,1,2192.81
"КарлаМаркса,,д.16",ТЭ,2021,2,1946.87
"КарлаМаркса,,д.16",ТЭ,2021,3,1749.18
"КарлаМаркса,,д.16",ТЭ,2021,4,1303.78
"КарлаМаркса,,д.16",ТЭ,2021,5,973.96
"КарлаМаркса,,д.16",ТЭ,2021,6,799.54
"КарлаМаркса,,д.16",ТЭ,2021,7,271.24
"КарлаМаркса,,д.16",ТЭ,2021,11,303.96
"КарлаМаркса,,д.16",ТЭ,2021,12,2694.6000000000004
"КарлаМаркса,,д.16",ЭЭ,2021,2,18828.0
"КарлаМаркса,,д.16",ЭЭ,2021,3,18090.0
"КарлаМаркса,,д.16",ЭЭ,2021,4,37530.0
"КарлаМаркса,,д.16",ЭЭ,2021,6,20832.0
"КарлаМаркса,,д.16",ЭЭ,2021,7,21054.0
"КарлаМаркса,,д.16",ЭЭ,2021,8,22900.97
"КарлаМаркса,,д.16",ЭЭ,2021,9,27573.17
"КарлаМаркса,,д.16",ЭЭ,2021,10,23842.6
"КарлаМаркса,,д.16",ЭЭ,2021,11,23145.36
"КарлаМаркса,,д.16",ЭЭ,2021,12,42703.91
"Кирова,17",ВО,2021,1,11783.88
"Кирова,17",ВО,2021,2,10597.01
"Кирова,17",ВО,2021,3,9664.48
"Кирова,17",ВО,2021,4,19944.83
"Кирова,17",ВО,2021,6,4924.49
"Кирова,17",ВО,2021,7,15750.07
"Кирова,17",ВО,2021,8,11265.66
"Кирова,17",ВО,2021,9,9339.36
"Кирова,17",ВО,2021,10,12141.27
"Кирова,17",ВО,2021,11,8668.42
"Кирова,17",ВО,2021,12,16779.980000000003
"Кирова,17",ВО,2022,1,-514.49
"Кирова,17",ЭЭ,2021,1,476643.11
"Кирова,17",ЭЭ,2021,2,458912.69
"Кирова,17",ЭЭ,2021,3,419676.88
"Кирова,17",ЭЭ,2021,4,401313.46
"Кирова,17",ЭЭ,2021,5,368233.81
"Кирова,17",ЭЭ,2021,6,343184.85000000003
"Кирова,17",ЭЭ,2021,7,334654.02
"Кирова,17",ЭЭ,2021,8,383638.3
"Кирова,17",ЭЭ,2021,9,423448.35
"Кирова,17",ЭЭ,2021,10,414024.7
"Кирова,17",ЭЭ,2021,11,415929.69
"Кирова,17",ЭЭ,2021,12,411371.37
"Кирова,17",ЭЭ,2022,1,469920.72000000003
Кирова17,НВВО,2021,6,8073.1
Колхозная32Б,ТЭ,2021,1,83959.4
Колхозная32Б,ТЭ,2021,2,125272.34
Колхозная32Б,ТЭ,2021,3,128302.49
Колхозная32Б,ТЭ,2021,4,111626.8
Колхозная32Б,ТЭ,2021,5,102470.34
Колхозная32Б,ТЭ,2021,6,60180.37
Колхозная32Б,ТЭ,2021,7,27033.63
Колхозная32Б,ТЭ,2021,10,14947.78
Колхозная32Б,ТЭ,2021,11,63232.2
Колхозная32Б,ТЭ,2021,12,95160.47
Колхозная32Б,ТЭ,2022,1,116409.67
Колхозная32Б,ЭЭ,2021,1,1959.3
Колхозная32Б,ЭЭ,2021,2,2406.6
Колхозная32Б,ЭЭ,2021,3,2898.0
Колхозная32Б,ЭЭ,2021,4,2192.4
Колхозная32Б,ЭЭ,2021,5,2627.1
Колхозная32Б,ЭЭ,2021,6,1833.3
Колхозная32Б,ЭЭ,2021,7,1260.0
Колхозная32Б,ЭЭ,2021,8,1055.7
Колхозная32Б,ЭЭ,2021,9,1283.4
Колхозная32Б,ЭЭ,2021,10,1587.0
Колхозная32Б,ЭЭ,2021,11,2911.8
Колхозная32Б,ЭЭ,2021,12,3015.3
Колхозная32Б,ЭЭ,2022,1,3187.8
"КраснаяПресня,22",ВО,2021,1,569.38
"КраснаяПресня,22",ВО,2021,2,569.38
"КраснаяПресня,22",ВО,2021,3,569.38
"КраснаяПресня,22",ВО,2021,4,569.38
"КраснаяПресня,22",ВО,2021,5,569.38
"КраснаяПресня,22",ВО,2021,6,569.38
"КраснаяПресня,22",ВО,2021,7,569.38
"КраснаяПресня,22",ВО,2021,8,679.75
"КраснаяПресня,22",ВО,2021,9,679.75
"КраснаяПресня,22",ВО,2021,10,679.75
"КраснаяПресня,22",ВО,2021,11,679.75
"КраснаяПресня,22",ВО,2021,12,679.75
"КраснаяПресня,22",ВО,2022,1,679.75
"КраснаяПресня,22",ГВС,2021,1,871.49
"КраснаяПресня,22",ГВС,2021,2,712.94
"КраснаяПресня,22",ГВС,2021,3,712.94
"КраснаяПресня,22",ГВС,2021,4,712.94
"КраснаяПресня,22",ГВС,2021,5,712.94
"КраснаяПресня,22",ГВС,2021,6,712.94
"КраснаяПресня,22",ГВС,2021,7,712.94
"КраснаяПресня,22",ГВС,2021,8,748.33
"КраснаяПресня,22",ГВС,2021,9,748.3299999999999
"КраснаяПресня,22",ГВС,2021,10,748.33
"КраснаяПресня,22",ГВС,2021,11,748.33
"КраснаяПресня,22",ГВС,2021,12,748.33
"КраснаяПресня,22",ГВС,2022,1,748.33
"КраснаяПресня,22",ТЭ,2021,1,246717.81
"КраснаяПресня,22",ТЭ,2021,2,254396.68
"КраснаяПресня,22",ТЭ,2021,3,210210.86
"КраснаяПресня,22",ТЭ,2021,4,175056.98
"КраснаяПресня,22",ТЭ,2021,5,107986.8
"КраснаяПресня,22",ТЭ,2021,6,54490.39
"КраснаяПресня,22",ТЭ,2021,10,25790.07
"КраснаяПресня,22",ТЭ,2021,11,127876.28
"КраснаяПресня,22",ТЭ,2021,12,206253.04
"КраснаяПресня,22",ТЭ,2022,1,260070.82
"КраснаяПресня,22",ХВС,2021,1,342.18
"КраснаяПресня,22",ХВС,2021,2,342.18
"КраснаяПресня,22",ХВС,2021,3,342.18
"КраснаяПресня,22",ХВС,2021,4,342.18
"КраснаяПресня,22",ХВС,2021,5,342.18
"КраснаяПресня,22",ХВС,2021,6,342.18
"КраснаяПресня,22",ХВС,2021,7,342.18
"КраснаяПресня,22",ХВС,2021,8,345.24
"КраснаяПресня,22",ХВС,2021,9,345.24
"КраснаяПресня,22",ХВС,2021,10,345.24
"КраснаяПресня,22",ХВС,2021,11,345.24
"КраснаяПресня,22",ХВС,2021,12,345.24
"КраснаяПресня,22",ХВС,2022,1,345.24
"КраснаяПресня,22",ЭЭ,2021,1,87810.72
"КраснаяПресня,22",ЭЭ,2021,2,83238.14
"КраснаяПресня,22",ЭЭ,2021,3,81613.1
"КраснаяПресня,22",ЭЭ,2021,4,85691.08
"КраснаяПресня,22",ЭЭ,2021,5,85958.66
"КраснаяПресня,22",ЭЭ,2021,6,89589.32
"КраснаяПресня,22",ЭЭ,2021,7,65937.98
"КраснаяПресня,22",ЭЭ,2021,8,69230.76
"КраснаяПресня,22",ЭЭ,2021,9,70241.77
"КраснаяПресня,22",ЭЭ,2021,10,71432.23
"КраснаяПресня,22",ЭЭ,2021,11,81697.99
"КраснаяПресня,22",ЭЭ,2021,12,92885.1
"Ленина,22",ЭЭ,2021,1,151.18
"Ленина,22",ЭЭ,2021,4,-151.18
"Ленина,3",ТЭ,2021,12,74823.98
"Ленина,3",ТЭ,2022,1,78994.31
"Ленина,64",ТЭ,2021,1,82297.14
"Ленина,64",ТЭ,2021,2,91252.85
"Ленина,64",ТЭ,2021,3,81396.26
"Ленина,64",ТЭ,2021,4,54476.15
"Ленина,64",ТЭ,2021,5,31429.76
"Ленина,64",ТЭ,2021,6,4610.34
"Ленина,64",ТЭ,2021,12,44350.02
"Ленина,64",ЭЭ,2021,1,701.24
"Ленина,64",ЭЭ,2021,2,648.28
"Ленина,64",ЭЭ,2021,3,379.06
"Ленина,64",ЭЭ,2021,4,407.77
"Ленина,64",ЭЭ,2021,5,283.97
"Ленина,64",ЭЭ,2021,6,153.9
"Ленина,64",ЭЭ,2021,7,332.6
"Ленина,64",ЭЭ,2021,9,532.1800000000001
"Ленина,64",ЭЭ,2021,10,344.06
"Ленина,64",ЭЭ,2021,11,608.36
"Ленина,64",ЭЭ,2021,12,623.51
"Ленинская,22",ВО,2021,1,467.78
"Ленинская,22",ВО,2021,2,765.46
"Ленинская,22",ВО,2021,3,708.76
"Ленинская,22",ВО,2021,4,722.94
"Ленинская,22",ВО,2021,5,796.29
"Ленинская,22",ВО,2021,6,642.62
"Ленинская,22",ВО,2021,7,1271.27
"Ленинская,22",ВО,2021,8,1787.65
"Ленинская,22",ВО,2021,9,1131.63
"Ленинская,22",ВО,2021,10,754.42
"Ленинская,22",ВО,2021,11,606.82
"Ленинская,22",ВО,2021,12,623.22
"Ленинская,22",ВО,2022,1,902.03
"Ленинская,22",ТЭ,2021,1,99718.69
"Ленинская,22",ТЭ,2021,2,124202.86
"Ленинская,22",ТЭ,2021,3,119766.46
"Ленинская,22",ТЭ,2021,4,92263.08
"Ленинская,22",ТЭ,2021,5,92554.53
"Ленинская,22",ТЭ,2021,6,77828.22
"Ленинская,22",ТЭ,2021,7,41151.07
"Ленинская,22",ТЭ,2021,10,2097.52
"Ленинская,22",ТЭ,2021,11,23578.19
"Ленинская,22",ТЭ,2021,12,55155.65
"Ленинская,22",ТЭ,2022,1,112314.45
"Ленинская,22",ХВС,2021,1,727.8
"Ленинская,22",ХВС,2021,2,1190.94
"Ленинская,22",ХВС,2021,3,1102.72
"Ленинская,22",ХВС,2021,4,1124.78
"Ленинская,22",ХВС,2021,5,1238.91
"Ленинская,22",ХВС,2021,6,999.82
"Ленинская,22",ХВС,2021,7,1977.9
"Ленинская,22",ХВС,2021,8,2717.76
"Ленинская,22",ХВС,2021,9,1720.42
"Ленинская,22",ХВС,2021,10,1146.95
"Ленинская,22",ХВС,2021,11,922.55
"Ленинская,22",ХВС,2021,12,947.48
"Ленинская,22",ХВС,2022,1,1371.35
"Ленинская,22",ЭЭ,2021,1,344066.85
"Ленинская,22",ЭЭ,2021,2,236582.04
