Направление расходов,Наименование вида расходов,Год проведения,Месяц проведения,Конечный остаток
"Светланская,111",ВО,2020,12,4725.98
"Светланская,111",ТЭ,2020,12,278089.31
"Светланская,111",ХВС,2020,12,5929.71
"Светланская,111",ЭЭ,2020,12,238482.63
"Светланская,69",ВО,2020,12,13127.84
"Светланская,69",ТЭ,2020,12,203010.17
"Светланская,69",ХВС,2020,12,15445.67
"Светланская,69",ЭЭ,2020,12,367137.39
"Светланская,71",ВО,2020,12,14997.179999999998
"Светланская,71",ТЭ,2020,12,555618.09
"Светланская,71",ХВС,2020,12,26448.800000000003
"Светланская,71",ЭЭ,2020,12,2348387.62
"Светланская,73",ВО,2020,12,7285.41
"Светланская,73",ТЭ,2020,12,726060.3200000001
"Светланская,73",ХВС,2020,12,13668.48
"Светланская,73",ЭЭ,2020,12,451527.95
"Светланская,73А",ВО,2020,12,2946.11
"Светланская,73А",ТЭ,2020,12,191576.81
"Светланская,73А",ХВС,2020,12,4342.61
"Светланская,73А",ЭЭ,2020,12,196650.05
"Седова,23",ЭЭ,2020,12,2274.13
"Семеновская,29а",ЭЭ,2020,12,4397.3
"Советская,26",ВО,2020,12,3643.95
"Советская,26",ГВС,2020,12,114.07
"Советская,26",ТЭ,2020,12,1505917.46
"Советская,26",ХВС,2020,12,9740.27
"Советская,26",ЭЭ,2020,12,721279.37
"Советская,27",ТЭ,2020,12,3548.01
"Фонтанная,19",ВО,2020,12,801.52
"Фонтанная,19",ТЭ,2020,12,134430.79
"Фонтанная,19",ХВС,2020,12,583.65
"Фонтанная,19",ЭЭ,2020,12,22413.58
"Чапаева,5А",ВО,2020,12,46.49
"Чапаева,5А",ХВС,2020,12,31.98
"Чапаева,5А",ЭЭ,2020,12,139139.65
п.Эгвекинот,ЭЭ,2020,12,274477.8
пгт.Эгвекинот,ВО,2020,12,34456.38
пгт.Эгвекинот,ГВС,2020,12,18788.81
пгт.Эгвекинот,ТЭ,2020,12,935279.03
пгт.Эгвекинот,ХВС,2020,12,17136.49
"пр-т50летОктября,89",ТЭ,2020,12,52336.84
