Направление расходов,Наименование вида расходов,Год проведения,Месяц проведения,Конечный остаток
"Воронежская,154",ХВС,2020,8,5412.37
"Воронежская,154",ХВС,2020,9,5432.13
"Воронежская,154",ХВС,2020,10,4096.81
"Воронежская,154",ХВС,2020,11,5751.25
"Воронежская,154",ХВС,2020,12,4234.22
"Воронежская,154",ЭЭ,2020,1,555150.74
"Воронежская,154",ЭЭ,2020,2,525851.01
"Воронежская,154",ЭЭ,2020,3,513455.22
"Воронежская,154",ЭЭ,2020,4,579375.4600000001
"Воронежская,154",ЭЭ,2020,5,426096.23
"Воронежская,154",ЭЭ,2020,6,409097.19
"Воронежская,154",ЭЭ,2020,7,362801.6
"Воронежская,154",ЭЭ,2020,8,565503.4099999999
"Воронежская,154",ЭЭ,2020,9,443540.08
"Воронежская,154",ЭЭ,2020,10,367140.38
"Воронежская,154",ЭЭ,2020,11,390262.5500000001
"Воронежская,154",ЭЭ,2020,12,481188.92
"Горького,7",ТПЭС,2020,2,14498.15
"Дежнева,7",ЭЭ,2020,1,495158.27
"Дежнева,7",ЭЭ,2020,2,561786.3
"Дежнева,7",ЭЭ,2020,3,436882.2
"Дежнева,7",ЭЭ,2020,4,377568.0
"Дежнева,7",ЭЭ,2020,5,321126.6
"Дежнева,7",ЭЭ,2020,6,292558.2
"Дежнева,7",ЭЭ,2020,7,328827.3
"Дежнева,7",ЭЭ,2020,8,355672.8
"Дежнева,7",ЭЭ,2020,9,359534.7
"Дежнева,7",ЭЭ,2020,10,399370.99
"Дежнева,7",ЭЭ,2020,11,405462.71
"Дежнева,7",ЭЭ,2020,12,353537.1
Дежнева7,ВО,2020,1,1497.14
Дежнева7,ВО,2020,2,1120.37
Дежнева7,ВО,2020,3,1416.94
Дежнева7,ВО,2020,4,1581.69
Дежнева7,ВО,2020,5,1120.37
Дежнева7,ВО,2020,6,659.04
Дежнева7,ВО,2020,7,889.7
Дежнева7,ВО,2020,8,1153.32
Дежнева7,ВО,2020,9,1416.95
Дежнева7,ВО,2020,10,1297.41
Дежнева7,ВО,2020,11,1279.95
Дежнева7,ВО,2020,12,1515.79
Дежнева7,ГВС,2020,1,616.26
Дежнева7,ГВС,2020,2,613.87
Дежнева7,ГВС,2020,3,613.87
Дежнева7,ГВС,2020,4,3069.36
Дежнева7,ГВС,2020,5,3683.23
Дежнева7,ГВС,2020,6,1841.62
Дежнева7,ГВС,2020,7,3069.36
Дежнева7,ГВС,2020,8,3171.12
Дежнева7,ГВС,2020,9,3805.34
Дежнева7,ГВС,2020,10,3805.34
Дежнева7,ГВС,2020,11,3805.34
Дежнева7,ГВС,2020,12,4439.57
Дежнева7,ТЭ,2020,1,530189.63
Дежнева7,ТЭ,2020,2,310665.64
Дежнева7,ТЭ,2020,3,342161.96
Дежнева7,ТЭ,2020,4,278898.64
Дежнева7,ТЭ,2020,5,223524.25
Дежнева7,ТЭ,2020,6,153500.86
Дежнева7,ТЭ,2020,7,66768.77
Дежнева7,ТЭ,2020,8,3248.0
Дежнева7,ТЭ,2020,10,213007.87
Дежнева7,ТЭ,2020,11,329253.81
Дежнева7,ТЭ,2020,12,418687.95
Дежнева7,ХВС,2020,1,5476.09
Дежнева7,ХВС,2020,2,4119.19
Дежнева7,ХВС,2020,3,5242.61
Дежнева7,ХВС,2020,4,5367.43
Дежнева7,ХВС,2020,5,3495.08
Дежнева7,ХВС,2020,6,2122.01
Дежнева7,ХВС,2020,7,2746.13
Дежнева7,ХВС,2020,8,4306.32
Дежнева7,ХВС,2020,9,5311.12
Дежнева7,ХВС,2020,10,4804.08
Дежнева7,ХВС,2020,11,4705.82
Дежнева7,ХВС,2020,12,5598.22
"Зея,пер.Жуковский,15",ТЭ,2020,2,74480.83
"Зея,пер.Жуковский,15",ТЭ,2020,3,70849.9
"Зея,пер.Жуковский,15",ТЭ,2020,4,46550.52
"Зея,пер.Жуковский,15",ТЭ,2020,5,27930.31
"Зея,пер.Жуковский,15",ТЭ,2020,6,9310.1
"Зея,пер.Жуковский,15",ТЭ,2020,10,13965.15
"Зея,пер.Жуковский,15",ТЭ,2020,11,32585.36
"Зея,пер.Жуковский,15",ТЭ,2020,12,134996.51
"Зеяпер.Жуковский,15",ЭЭ,2020,1,93.36
"Зеяпер.Жуковский,15",ЭЭ,2020,2,59.58
"Зеяпер.Жуковский,15",ЭЭ,2020,3,66.2
"Зеяпер.Жуковский,15",ЭЭ,2020,7,107.46
"Зеяпер.Жуковский,15",ЭЭ,2020,8,105.38
"Зеяпер.Жуковский,15",ЭЭ,2020,9,163.04
"Зеяпер.Жуковский,15",ЭЭ,2020,10,97.67
"Зеяпер.Жуковский,15",ЭЭ,2020,11,132.44
"Зеяпер.Жуковский,15",ЭЭ,2020,12,144.94
"К.Маркса,36-20,кв.29",ТЭ,2020,12,12236.53
"К.Маркса36-20,кв.29",ГВС,2020,12,71.33
"Калинина,261",ВО,2020,1,442.26
"Калинина,261",ВО,2020,3,540.54
"Калинина,261",ВО,2020,4,442.26
"Калинина,261",ВО,2020,5,81.9
"Калинина,261",ВО,2020,6,81.9
"Калинина,261",ВО,2020,7,458.64
"Калинина,261",ВО,2020,8,1556.12
"Калинина,261",ВО,2020,9,615.75
"Калинина,261",ВО,2020,10,829.93
"Калинина,261",ВО,2020,11,963.79
"Калинина,261",ВО,2020,12,990.57
"Калинина,261",ТПЭС,2020,7,32790.96
"Калинина,261",ТЭ,2020,2,97570.19
"Калинина,261",ТЭ,2020,3,45432.83
"Калинина,261",ТЭ,2020,4,46326.99
"Калинина,261",ТЭ,2020,5,38406.86
"Калинина,261",ТЭ,2020,6,13183.72
"Калинина,261",ТЭ,2020,12,36041.22
"Калинина,261",ХВС,2020,1,852.45
"Калинина,261",ХВС,2020,3,1041.88
"Калинина,261",ХВС,2020,4,852.44
"Калинина,261",ХВС,2020,5,157.86
"Калинина,261",ХВС,2020,6,157.86
"Калинина,261",ХВС,2020,7,694.6
"Калинина,261",ХВС,2020,8,819.5
"Калинина,261",ХВС,2020,9,758.72
"Калинина,261",ХВС,2020,10,1022.63
"Калинина,261",ХВС,2020,11,1154.58
"Калинина,261",ХВС,2020,12,1220.55
"Калинина,261",ЭЭ,2020,1,5904.26
"Калинина,261",ЭЭ,2020,2,37255.74
"Калинина,261",ЭЭ,2020,3,21591.45
"Калинина,261",ЭЭ,2020,4,25069.75
"Калинина,261",ЭЭ,2020,5,20635.61
"Калинина,261",ЭЭ,2020,6,26937.72
"Калинина,261",ЭЭ,2020,7,26411.37
"Калинина,261",ЭЭ,2020,8,24757.22
"Калинина,261",ЭЭ,2020,9,32021.12
"Калинина,261",ЭЭ,2020,10,32535.13
"Калинина,261",ЭЭ,2020,11,36002.28
"Калинина,261",ЭЭ,2020,12,18094.34
"Калинина,95",ТЭ,2020,1,66042.94
"Калинина,95",ТЭ,2020,2,90132.09
"Калинина,95",ТЭ,2020,4,92607.42
"Калинина,95",ТЭ,2020,5,39460.77
"Калинина,95",ТЭ,2020,11,21016.17
"Калинина,95",ТЭ,2020,12,56057.17
"Калинина,95",ЭЭ,2020,1,1336.73
"Калинина,95",ЭЭ,2020,2,5393.33
"Калинина,95",ЭЭ,2020,3,2844.03
"Калинина,95",ЭЭ,2020,4,487.81
"Калинина,95",ЭЭ,2020,5,1379.04
"Калинина,95",ЭЭ,2020,6,1037.02
"Калинина,95",ЭЭ,2020,7,1709.26
"Калинина,95",ЭЭ,2020,8,1146.21
"Калинина,95",ЭЭ,2020,9,1508.69
"Калинина,95",ЭЭ,2020,10,2666.98
"Калинина,95",ЭЭ,2020,11,2855.26
"Калинина,95",ЭЭ,2020,12,2984.86
"КарлаМаркса,,д.16",О,2020,2,1840.13
"КарлаМаркса,,д.16",О,2020,3,1768.9
"КарлаМаркса,,д.16",О,2020,4,1549.06
"КарлаМаркса,,д.16",О,2020,5,1217.44
"КарлаМаркса,,д.16",О,2020,6,801.61
"КарлаМаркса,,д.16",О,2020,7,282.04
"КарлаМаркса,,д.16",О,2020,11,289.6
"КарлаМаркса,,д.16",О,2020,12,2699.09
"КарлаМаркса,,д.16",ПЭ,2020,2,20970.0
"КарлаМаркса,,д.16",ПЭ,2020,3,18306.0
"КарлаМаркса,,д.16",ПЭ,2020,4,17580.0
"КарлаМаркса,,д.16",ПЭ,2020,5,21564.0
"КарлаМаркса,,д.16",ПЭ,2020,6,20034.0
"КарлаМаркса,,д.16",ПЭ,2020,7,44544.0
"КарлаМаркса,,д.16",ПЭ,2020,9,24474.0
"КарлаМаркса,,д.16",ПЭ,2020,10,21732.0
"КарлаМаркса,,д.16",ПЭ,2020,11,23472.0
"КарлаМаркса,,д.16",ПЭ,2020,12,38184.0
"Кирова,17",ВО,2020,2,6816.01
"Кирова,17",ВО,2020,3,11864.9
"Кирова,17",ВО,2020,4,12706.4
"Кирова,17",ВО,2020,5,7757.56
"Кирова,17",ВО,2020,6,9462.53
"Кирова,17",ВО,2020,7,15941.38
"Кирова,17",ВО,2020,8,11924.99
"Кирова,17",ВО,2020,9,12544.77
"Кирова,17",ВО,2020,10,12581.14
"Кирова,17",ВО,2020,11,14317.47
"Кирова,17",ВО,2020,12,11011.19
"Кирова,17",ПГ,2020,1,167874.48
"Кирова,17",ПГ,2020,2,135648.17
"Кирова,17",ПГ,2020,3,115899.5
"Кирова,17",ПГ,2020,4,103919.5
"Кирова,17",ПГ,2020,5,51548.37
"Кирова,17",ПГ,2020,6,21168.33
"Кирова,17",ПГ,2020,7,2888.52
"Кирова,17",ПГ,2020,8,2478.56
"Кирова,17",ПГ,2020,9,2670.42
"Кирова,17",ПГ,2020,10,17864.52
"Кирова,17",ПГ,2020,11,64370.12
"Кирова,17",ПГ,2020,12,97989.57
"Кирова,17",ХВС,2020,2,4797.31
"Кирова,17",ХВС,2020,3,8350.87
"Кирова,17",ХВС,2020,4,8943.13
"Кирова,17",ХВС,2020,5,5460.0
"Кирова,17",ХВС,2020,6,6660.0
"Кирова,17",ХВС,2020,7,11220.0
"Кирова,17",ХВС,2020,8,8432.63
"Кирова,17",ХВС,2020,9,8863.84
"Кирова,17",ХВС,2020,10,8896.619999999999
"Кирова,17",ХВС,2020,11,10124.44
"Кирова,17",ХВС,2020,12,7786.45
"Кирова,17",ЭЭ,2020,1,433434.88
"Кирова,17",ЭЭ,2020,2,405565.04
"Кирова,17",ЭЭ,2020,3,460678.04
"Кирова,17",ЭЭ,2020,4,334699.84
"Кирова,17",ЭЭ,2020,5,301056.4
"Кирова,17",ЭЭ,2020,6,329391.94
"Кирова,17",ЭЭ,2020,7,289498.91
"Кирова,17",ЭЭ,2020,8,394175.84
"Кирова,17",ЭЭ,2020,9,324254.35
"Кирова,17",ЭЭ,2020,10,350738.22000000003
"Кирова,17",ЭЭ,2020,11,360396.82
"Кирова,17",ЭЭ,2020,12,391073.28
Колхозная32Б,ТЭ,2020,1,91175.99
Колхозная32Б,ТЭ,2020,2,118637.71
Колхозная32Б,ТЭ,2020,3,121918.72
Колхозная32Б,ТЭ,2020,4,106358.69
Колхозная32Б,ТЭ,2020,5,93247.88
Колхозная32Б,ТЭ,2020,6,71119.25
Колхозная32Б,ТЭ,2020,7,36863.45
Колхозная32Б,ТЭ,2020,10,27442.93
Колхозная32Б,ТЭ,2020,11,50634.43
Колхозная32Б,ТЭ,2020,12,73911.73
Колхозная32Б,ЭЭ,2020,1,3078.0
Колхозная32Б,ЭЭ,2020,2,3357.3
Колхозная32Б,ЭЭ,2020,3,2228.7
Колхозная32Б,ЭЭ,2020,4,2217.3
Колхозная32Б,ЭЭ,2020,5,1339.5
Колхозная32Б,ЭЭ,2020,6,723.9
Колхозная32Б,ЭЭ,2020,7,1083.0
Колхозная32Б,ЭЭ,2020,8,900.9
Колхозная32Б,ЭЭ,2020,9,1247.4
Колхозная32Б,ЭЭ,2020,10,2501.1
Колхозная32Б,ЭЭ,2020,11,3137.4
Колхозная32Б,ЭЭ,2020,12,2822.4
"Ленина,22",ТЭ,2020,1,5366.11
"Ленина,22",ЭЭ,2020,1,18.93
"Ленина,22",ЭЭ,2020,2,99.64
"Ленина,29",ЭЭ,2020,2,212.59
"Ленина,29",ЭЭ,2020,4,134.34
"Ленина,29",ЭЭ,2020,8,93.36
"Ленина,64",ТЭ,2020,12,46103.35
"Ленина,64",ЭЭ,2020,10,124.31
"Ленина,64",ЭЭ,2020,11,1065.01
"Ленина,64",ЭЭ,2020,12,1676.4
"Ленина,70",ВО,2020,1,393.63
"Ленина,70",ВО,2020,2,441.11
"Ленина,70",ВО,2020,3,2709.7000000000003
"Ленина,70",ВО,2020,4,421.42
"Ленина,70",ВО,2020,5,406.88
"Ленина,70",ВО,2020,6,2491.5200000000004
"Ленина,70",ВО,2020,7,596.87
"Ленина,70",ВО,2020,8,423.17
"Ленина,70",ВО,2020,9,2565.63
"Ленина,70",ВО,2020,10,391.96
"Ленина,70",ВО,2020,11,372.66
"Ленина,70",ВО,2020,12,2533.24
"Ленина,70",ТЭ,2020,1,273233.6
"Ленина,70",ТЭ,2020,2,220320.14
"Ленина,70",ТЭ,2020,3,241297.52
"Ленина,70",ТЭ,2020,4,152972.97
"Ленина,70",ТЭ,2020,5,126209.98
"Ленина,70",ТЭ,2020,6,76219.65
"Ленина,70",ТЭ,2020,10,17068.01
"Ленина,70",ТЭ,2020,11,85428.49
"Ленина,70",ТЭ,2020,12,156272.38
"Ленина,70",ХВС,2020,1,309.69
"Ленина,70",ХВС,2020,2,347.05
"Ленина,70",ХВС,2020,3,408.67
"Ленина,70",ХВС,2020,4,331.56
"Ленина,70",ХВС,2020,5,320.12
"Ленина,70",ХВС,2020,6,237.01
"Ленина,70",ХВС,2020,7,469.6
"Ленина,70",ХВС,2020,8,325.23
"Ленина,70",ХВС,2020,9,288.48
"Ленина,70",ХВС,2020,10,301.24
"Ленина,70",ХВС,2020,11,286.41
"Ленина,70",ХВС,2020,12,263.59
"Ленина,70",ЭЭ,2020,1,57374.19
"Ленина,70",ЭЭ,2020,2,52634.5
"Ленина,70",ЭЭ,2020,3,54725.02
"Ленина,70",ЭЭ,2020,4,42755.4
"Ленина,70",ЭЭ,2020,5,34332.68
"Ленина,70",ЭЭ,2020,6,28547.6
"Ленина,70",ЭЭ,2020,7,25778.11
"Ленина,70",ЭЭ,2020,8,28024.44
"Ленина,70",ЭЭ,2020,9,32291.15
"Ленина,70",ЭЭ,2020,10,32001.73
"Ленина,70",ЭЭ,2020,11,35827.46
"Ленина,70",ЭЭ,2020,12,55347.14
Ленина29,ТЭ,2020,4,37667.66
Ленина29,ТЭ,2020,5,7924.86
Ленина29,ТЭ,2020,6,2129.28
"Ленинская,22",ВО,2020,1,694.05
"Ленинская,22",ВО,2020,2,583.0
"Ленинская,22",ВО,2020,3,763.45
"Ленинская,22",ВО,2020,4,763.45
"Ленинская,22",ВО,2020,5,583.0
"Ленинская,22",ВО,2020,6,624.64
"Ленинская,22",ВО,2020,7,624.64
"Ленинская,22",ВО,2020,8,552.83
"Ленинская,22",ВО,2020,9,510.31
"Ленинская,22",ВО,2020,10,581.18
"Ленинская,22",ВО,2020,11,411.08
"Ленинская,22",ВО,2020,12,538.66
"Ленинская,22",ТЭ,2020,2,91709.2
"Ленинская,22",ТЭ,2020,3,98838.98
"Ленинская,22",ТЭ,2020,4,93274.12
"Ленинская,22",ТЭ,2020,5,135491.07
"Ленинская,22",ТЭ,2020,6,78647.86
"Ленинская,22",ТЭ,2020,7,79147.0
"Ленинская,22",ТЭ,2020,11,25914.09
"Ленинская,22",ТЭ,2020,12,78643.44
"Ленинская,22",ХВС,2020,1,1102.72
"Ленинская,22",ХВС,2020,2,926.29
"Ленинская,22",ХВС,2020,3,1213.0
"Ленинская,22",ХВС,2020,4,1213.0
"Ленинская,22",ХВС,2020,5,926.29
"Ленинская,22",ХВС,2020,6,992.45
"Ленинская,22",ХВС,2020,7,992.45
"Ленинская,22",ХВС,2020,8,860.13
"Ленинская,22",ХВС,2020,9,793.96
"Ленинская,22",ХВС,2020,10,904.23
"Ленинская,22",ХВС,2020,11,639.58
"Ленинская,22",ХВС,2020,12,838.07
"Ленинская,22",ЭЭ,2020,2,207367.58
"Ленинская,22",ЭЭ,2020,3,222733.2
"Ленинская,22",ЭЭ,2020,4,215482.8
"Ленинская,22",ЭЭ,2020,5,229162.8
"Ленинская,22",ЭЭ,2020,6,200206.8
"Ленинская,22",ЭЭ,2020,7,230114.7
"Ленинская,22",ЭЭ,2020,8,421087.03
"Ленинская,22",ЭЭ,2020,9,400287.42
"Ленинская,22",ЭЭ,2020,10,466462.01
"Ленинская,22",ЭЭ,2020,11,383378.97
"Ленинская,22",ЭЭ,2020,12,373890.14
"Ленинская,33",ВО,2020,2,163.7
"Ленинская,33",ВО,2020,3,263.59
"Ленинская,33",ВО,2020,4,191.59
"Ленинская,33",ВО,2020,5,141.37
"Ленинская,33",ВО,2020,6,133.18
"Ленинская,33",ВО,2020,7,172.44
"Ленинская,33",ВО,2020,8,520.49
"Ленинская,33",ВО,2020,9,559.97
"Ленинская,33",ВО,2020,10,1260.49
"Ленинская,33",ВО,2020,11,840.37
"Ленинская,33",ВО,2020,12,1100.06
"Ленинская,33",ГВС,2020,2,968.86
"Ленинская,33",ГВС,2020,3,1152.82
"Ленинская,33",ГВС,2020,4,1030.18
"Ленинская,33",ГВС,2020,5,1030.18
"Ленинская,33",ГВС,2020,6,821.69
"Ленинская,33",ГВС,2020,10,450.35
"Ленинская,33",ГВС,2020,11,1013.29
"Ленинская,33",ГВС,2020,12,2533.21
"Ленинская,33",ДТ,2020,11,327.5
"Ленинская,33",ТЭ,2020,2,183408.3
"Ленинская,33",ТЭ,2020,3,153484.12
"Ленинская,33",ТЭ,2020,4,146211.55
"Ленинская,33",ТЭ,2020,5,99179.06
"Ленинская,33",ТЭ,2020,6,66679.43
"Ленинская,33",ТЭ,2020,10,31763.76
"Ленинская,33",ТЭ,2020,11,102651.7
"Ленинская,33",ТЭ,2020,12,355382.61
"Ленинская,33",ХВС,2020,2,146.57999999999998
"Ленинская,33",ХВС,2020,3,204.11
"Ленинская,33",ХВС,2020,4,172.01
"Ленинская,33",ХВС,2020,5,158.26
"Ленинская,33",ХВС,2020,6,150.29
"Ленинская,33",ХВС,2020,7,76.87
"Ленинская,33",ХВС,2020,8,239.14
"Ленинская,33",ХВС,2020,9,257.28
"Ленинская,33",ХВС,2020,10,628.65
"Ленинская,33",ХВС,2020,11,489.67
"Ленинская,33",ХВС,2020,12,694.53
"Ленинская,33",ЭЭ,2020,2,29070.0
"Ленинская,33",ЭЭ,2020,3,33174.0
"Ленинская,33",ЭЭ,2020,4,25536.0
"Ленинская,33",ЭЭ,2020,5,24054.0
"Ленинская,33",ЭЭ,2020,6,22002.0
"Ленинская,33",ЭЭ,2020,7,25992.0
"Ленинская,33",ЭЭ,2020,8,39241.44
"Ленинская,33",ЭЭ,2020,9,37922.4
"Ленинская,33",ЭЭ,2020,10,38581.92
"Ленинская,33",ЭЭ,2020,11,39571.2
"Ленинская,33",ЭЭ,2020,12,83759.04000000001
Ленинская22,ДТ,2020,12,2767.5
"М-Амурского,21",ВО,2020,1,4502.69
"М-Амурского,21",ВО,2020,2,2897.13
"М-Амурского,21",ВО,2020,3,6674.01
"М-Амурского,21",ВО,2020,4,4122.46
"М-Амурского,21",ВО,2020,5,4269.43
"М-Амурского,21",ВО,2020,7,660.92
"М-Амурского,21",ВО,2020,8,2173.34
"М-Амурского,21",ВО,2020,9,2269.07
"М-Амурского,21",ВО,2020,10,1674.92
"М-Амурского,21",ВО,2020,11,3713.94
"М-Амурского,21",ВО,2020,12,1961.64
"М-Амурского,21",ТЭ,2020,1,194583.58
"М-Амурского,21",ТЭ,2020,2,169995.86
"М-Амурского,21",ТЭ,2020,3,159534.58
"М-Амурского,21",ТЭ,2020,4,140825.42
"М-Амурского,21",ТЭ,2020,5,73946.89
"М-Амурского,21",ТЭ,2020,11,82106.62
"М-Амурского,21",ТЭ,2020,12,183340.54
"М-Амурского,21",ХВС,2020,1,5562.05
"М-Амурского,21",ХВС,2020,2,3578.75
"М-Амурского,21",ХВС,2020,3,8244.23
"М-Амурского,21",ХВС,2020,4,5092.36
"М-Амурского,21",ХВС,2020,5,5273.92
"М-Амурского,21",ХВС,2020,7,816.41
"М-Амурского,21",ХВС,2020,8,2718.9
"М-Амурского,21",ХВС,2020,9,2838.67
"М-Амурского,21",ХВС,2020,10,2074.01
"М-Амурского,21",ХВС,2020,11,4646.23
"М-Амурского,21",ХВС,2020,12,2430.58
"М-Амурского,21",ЭЭ,2020,1,106645.23
